Date,Open,High,Low,Close,Adj Close,Volume
2017-07-30,49.849998,50.060001,49.849998,49.939999,49.939999,1248509.0
2017-07-31,49.900002,50.41,49.18,50.16,50.16,330404013.0
2017-08-01,50.25,50.43,48.369999,48.790001000000004,48.790001000000004,388533173.0
2017-08-02,48.720001,49.650002,48.549999,49.490002000000004,49.490002000000004,358616772.0
2017-08-03,49.439999,49.959998999999996,48.779999,48.98,48.98,343263209.0
2017-08-04,48.939999,49.639998999999996,48.5,49.529999,49.529999,321259878.0
2017-08-06,49.59,49.73,49.52,49.529999,49.529999,347122.0
2017-08-07,49.470001,49.509997999999996,48.540001000000004,49.330002,49.330002,342735836.0
2017-08-08,49.189999,49.790001000000004,48.860001000000004,49.07,49.07,360305068.0
2017-08-09,49.009997999999996,49.720001,48.919998,49.599998,49.599998,321404370.0
2017-08-10,49.560001,50.220001,48.349998,48.599998,48.599998,450268928.0
2017-08-11,48.32,48.98,47.98,48.77,48.77,344226788.0
2017-08-13,48.790001000000004,48.869999,48.73,48.830002,48.830002,185501.0
2017-08-14,48.84,49.16,47.43,47.549999,47.549999,294210179.0
2017-08-15,47.650002,47.77,47.32,47.360001000000004,47.360001000000004,33770461.0
2017-08-16,47.740002000000004,47.990002000000004,46.669998,46.799999,46.799999,303020013.0
2017-08-17,46.919998,47.189999,46.459998999999996,46.93,46.93,246013720.0
2017-08-18,47.040001000000004,48.740002000000004,46.779999,48.709998999999996,48.709998999999996,87678717.0
2017-08-20,48.720001,48.75,48.560001,48.57,48.57,80103.0
2017-08-21,48.5,48.740002000000004,47.029999,47.439999,47.439999,35319191.0
2017-08-22,47.549999,48.029999,47.200001,47.650002,47.650002,2225043.0
2017-08-23,47.619999,48.5,47.540001000000004,48.369999,48.369999,281038915.0
2017-08-24,48.389998999999996,48.43,47.060001,47.720001,47.720001,324994969.0
2017-08-25,47.77,47.91,47.389998999999996,47.860001000000004,47.860001000000004,272597828.0
2017-08-27,47.889998999999996,48.200001,47.700001,47.700001,47.700001,3319061.0
2017-08-28,47.68,47.709998999999996,46.150002,46.759997999999996,46.759997999999996,395412563.0
2017-08-29,46.799999,46.959998999999996,45.759997999999996,46.259997999999996,46.259997999999996,367177109.0
2017-08-30,46.310001,46.720001,45.580002,45.759997999999996,45.759997999999996,335465476.0
2017-08-31,45.950001,47.470001,45.880001,47.049999,47.049999,359058786.0
2017-09-01,46.939999,47.349998,46.560001,47.349998,47.349998,309529253.0
2017-09-03,47.279999,47.450001,47.279999,47.310001,47.310001,815455.0
2017-09-05,47.450001,48.98,47.150002,48.580002,48.580002,660644814.0
2017-09-06,48.57,49.419998,48.540001000000004,49.18,49.18,313142258.0
2017-09-07,49.07,49.330002,48.630001,49.119999,49.119999,291828010.0
2017-09-08,49.200001,49.25,47.27,47.560001,47.560001,302819572.0
2017-09-10,47.580002,47.73,47.57,47.66,47.66,493614.0
2017-09-11,47.84,48.27,47.0,48.07,48.07,300846309.0
2017-09-12,48.009997999999996,48.439999,47.73,48.299999,48.299999,277492595.0
2017-09-13,48.23,49.400002,48.18,49.220001,49.220001,260338164.0
2017-09-14,49.209998999999996,50.5,49.150002,49.759997999999996,49.759997999999996,266376155.0
2017-09-15,49.720001,50.130001,49.41,49.82,49.82,188883210.0
2017-09-17,49.849998,49.880001,49.709998999999996,49.799999,49.799999,146787.0
2017-09-18,49.900002,50.330002,49.189999,49.959998999999996,49.959998999999996,70602882.0
2017-09-19,49.91,50.419998,49.330002,49.799999,49.799999,29875648.0
2017-09-20,49.790001000000004,50.650002,49.75,50.299999,50.299999,1927772.0
2017-09-21,50.610001000000004,50.810001,50.07,50.709998999999996,50.709998999999996,243531307.0
2017-09-22,50.610001000000004,50.779999,50.290001000000004,50.66,50.66,195176860.0
2017-09-24,50.68,50.720001,50.59,50.619999,50.619999,202484.0
2017-09-25,50.529999,52.279999,50.389998999999996,52.07,52.07,266649138.0
2017-09-26,52.349998,52.369999,51.43,52.060001,52.060001,324175520.0
2017-09-27,52.139998999999996,52.34,51.630001,52.07,52.07,268342315.0
2017-09-28,51.959998999999996,52.860001000000004,51.220001,51.580002,51.580002,333667469.0
2017-09-29,51.509997999999996,51.77,51.25,51.639998999999996,51.639998999999996,230423709.0
2017-10-01,51.639998999999996,51.709998999999996,51.610001000000004,51.619999,51.619999,177129.0
2017-10-02,51.509997999999996,51.630001,50.07,50.549999,50.549999,254354322.0
2017-10-03,50.419998,50.73,49.91,50.060001,50.060001,193595017.0
2017-10-04,50.0,50.669998,49.759997999999996,49.880001,49.880001,235684452.0
2017-10-05,49.950001,51.220001,49.869999,50.740002000000004,50.740002000000004,254692717.0
2017-10-06,50.759997999999996,50.82,49.099998,49.209998999999996,49.209998999999996,279238840.0
2017-10-08,49.25,49.459998999999996,49.240002000000004,49.43,49.43,566360.0
