Date,Open,High,Low,Close,Adj Close,Volume
2016-01-20,1101.0,1102.5,1100.300049,1101.400024,1101.400024,215075.0
2016-01-21,1102.099976,1104.800049,1092.5,1101.099976,1101.099976,83966173.0
2016-01-22,1099.900024,1103.400024,1094.5,1098.199951,1098.199951,92069067.0
2016-01-24,1099.900024,1103.400024,1094.5,1097.800049,1097.800049,92632994.0
2016-01-25,1102.400024,1109.300049,1100.0,1108.599976,1108.599976,75239857.0
2016-01-26,1112.699951,1123.199951,1109.699951,1119.800049,1119.800049,114057126.0
2016-01-27,1120.199951,1128.0,1114.900024,1124.400024,1124.400024,84991509.0
2016-01-28,1120.199951,1122.199951,1111.400024,1115.300049,1115.300049,26844641.0
2016-01-29,1115.599976,1118.599976,1111.099976,1118.0,1118.0,2240050.0
2016-01-31,1115.599976,1118.599976,1111.099976,1117.300049,1117.300049,2269137.0
2016-02-01,1121.099976,1130.199951,1119.099976,1129.199951,1129.199951,60992964.0
2016-02-02,1125.699951,1131.5,1122.599976,1128.0,1128.0,61042301.0
2016-02-03,1127.099976,1146.199951,1124.800049,1142.300049,1142.300049,89906141.0
2016-02-04,1141.699951,1157.900024,1141.099976,1156.199951,1156.199951,98707153.0
2016-02-05,1156.0,1175.0,1145.5,1174.099976,1174.099976,108515061.0
2016-02-07,1156.0,1175.0,1145.5,1166.800049,1166.800049,109265366.0
2016-02-08,1166.800049,1201.400024,1164.5,1191.400024,1191.400024,130608270.0
2016-02-09,1193.099976,1199.300049,1185.900024,1188.800049,1188.800049,110164917.0
2016-02-10,1191.699951,1198.900024,1181.800049,1198.5,1198.5,92340560.0
2016-02-11,1209.400024,1263.900024,1205.699951,1242.0,1242.0,199821943.0
2016-02-12,1233.5,1246.599976,1233.0,1238.5,1238.5,116767973.0
2016-02-14,1233.5,1246.599976,1231.0,1233.5,1233.5,117074068.0
2016-02-15,1220.699951,1223.099976,1202.699951,1207.300049,1207.300049,77942720.0
2016-02-16,1194.099976,1217.599976,1193.300049,1203.300049,1203.300049,281414100.0
2016-02-17,1209.099976,1214.400024,1200.800049,1207.099976,1207.099976,96971435.0
2016-02-18,1209.699951,1240.599976,1201.300049,1232.0,1232.0,84748252.0
2016-02-19,1228.0,1235.300049,1220.599976,1226.599976,1226.599976,108787624.0
2016-02-21,1228.0,1235.300049,1220.599976,1226.199951,1226.199951,109370301.0
2016-02-22,1216.300049,1218.599976,1202.599976,1209.099976,1209.099976,108728757.0
2016-02-23,1220.599976,1233.400024,1215.099976,1231.5,1231.5,114957691.0
2016-02-24,1228.599976,1253.599976,1222.400024,1224.0,1224.0,143256268.0
2016-02-25,1233.300049,1243.0,1227.0,1235.400024,1235.400024,48354017.0
2016-02-26,1238.199951,1241.300049,1212.5,1223.0,1223.0,30238560.0
2016-02-28,1238.199951,1241.300049,1212.5,1221.699951,1221.699951,31031676.0
2016-02-29,1226.900024,1242.599976,1225.699951,1241.900024,1241.900024,59461780.0
2016-03-01,1245.900024,1248.5,1228.699951,1232.699951,1232.699951,44346767.0
2016-03-02,1228.099976,1244.800049,1226.099976,1241.900024,1241.900024,46771718.0
2016-03-03,1239.599976,1267.400024,1239.0,1261.400024,1261.400024,58982012.0
2016-03-04,1262.400024,1275.699951,1251.5,1260.099976,1260.099976,92777907.0
2016-03-06,1262.400024,1275.699951,1251.5,1264.5,1264.5,94309429.0
2016-03-07,1263.699951,1274.099976,1260.199951,1268.699951,1268.699951,76588116.0
2016-03-08,1266.5,1279.0,1261.0,1263.599976,1263.599976,93235364.0
2016-03-09,1255.199951,1261.199951,1243.599976,1254.400024,1254.400024,98199734.0
2016-03-10,1250.800049,1274.300049,1237.900024,1270.800049,1270.800049,83703330.0
2016-03-11,1271.800049,1276.599976,1249.0,1251.099976,1251.099976,122447519.0
2016-03-13,,,,,,
2016-03-14,1253.699951,1261.900024,1229.900024,1236.5,1236.5,80305421.0
2016-03-15,1229.5,1238.699951,1227.699951,1232.0,1232.0,98680036.0
2016-03-16,1232.800049,1264.800049,1227.0,1259.5,1259.5,69799398.0
2016-03-17,1257.699951,1271.900024,1256.400024,1259.0,1259.0,112010178.0
2016-03-18,1264.699951,1266.400024,1248.400024,1256.0,1256.0,86016068.0
2016-03-20,1264.699951,1266.400024,1248.400024,1253.800049,1253.800049,86425447.0
2016-03-21,1252.599976,1253.400024,1241.199951,1243.400024,1243.400024,84729279.0
2016-03-22,1246.699951,1260.900024,1244.199951,1248.599976,1248.599976,66810061.0
2016-03-23,1242.0,1242.800049,1215.97998,1222.099976,1222.099976,43271485.0
2016-03-24,1219.5,1224.199951,1211.199951,1216.699951,1216.699951,81457286.0
2016-03-27,1216.699951,1216.699951,1213.0,1213.400024,1213.400024,3385384.0
2016-03-28,1211.599976,1223.199951,1211.5,1222.599976,1222.599976,68508922.0
2016-03-29,1219.099976,1243.400024,1215.300049,1239.5,1239.5,85788289.0
2016-03-30,1235.099976,1245.0,1223.400024,1228.300049,1228.300049,21404015.0
2016-03-31,1229.099976,1242.300049,1226.699951,1233.199951,1233.199951,62994409.0
2016-04-01,1231.5,1237.199951,1209.300049,1223.599976,1223.599976,89520051.0
2016-04-03,1223.0,1223.099976,1219.300049,1221.599976,1221.599976,210643.0
2016-04-04,1220.199951,1224.099976,1215.0,1217.800049,1217.800049,47602234.0
2016-04-05,1226.599976,1238.800049,1224.900024,1232.199951,1232.199951,85442411.0
2016-04-06,1230.800049,1233.5,1217.199951,1224.0,1224.0,63470090.0
2016-04-07,1243.900024,1244.199951,1235.699951,1241.099976,1241.099976,67723800.0
2016-04-08,1239.400024,1244.599976,1231.0,1240.099976,1240.099976,71770881.0
2016-04-10,1241.800049,1249.800049,1241.5,1246.5,1246.5,431355.0
2016-04-11,1251.800049,1261.900024,1247.0,1259.800049,1259.800049,86794968.0
2016-04-12,1256.5,1264.699951,1253.0,1256.599976,1256.599976,77990149.0
2016-04-13,1255.0,1255.0,1241.300049,1243.699951,1243.699951,81959198.0
2016-04-14,1234.5,1245.900024,1224.5,1230.5,1230.5,106993976.0
2016-04-15,1231.0,1237.599976,1226.900024,1235.800049,1235.800049,65147851.0
