Date,USD,GBP,EURO
1979-12-24,24.6,11.151,
1979-12-27,27.51,12.35,
1979-12-28,27.85,12.497,
1979-12-31,32.2,14.4685,
1980-01-02,39.95,17.937,
1980-01-03,37.0,16.481,
1980-01-04,32.75,14.6305,
1980-01-07,39.0,17.3395,
1980-01-08,33.52,14.861,
1980-01-09,33.15,14.636,
1980-01-10,33.955,15.041,
1980-01-11,36.61,16.2135,
1980-01-14,39.75,17.561,
1980-01-15,44.0,19.197,
1980-01-16,48.012,21.095,
1980-01-17,43.35,19.156,
1980-01-18,49.45,21.6505,
1980-01-21,49.0,21.374,
1980-01-22,41.55,18.216,
1980-01-23,38.478,16.921,
1980-01-24,41.5,18.21,
1980-01-25,38.3,16.8035,
1980-01-28,35.3,15.6,
1980-01-29,37.0,16.426,
1980-01-30,37.35,16.49,
1980-01-31,35.28,15.542,
1980-02-01,35.314,15.55,
1980-02-04,34.5,15.168,
1980-02-05,33.755,14.722,
1980-02-06,39.12,17.016,
1980-02-07,38.3,16.591,
1980-02-08,36.8,15.9965,
1980-02-11,40.25,17.439,
1980-02-12,39.49,17.147,
1980-02-13,38.86,16.83,
1980-02-14,37.433,16.235,
1980-02-15,36.108,15.655,
1980-02-18,35.75,15.574,
1980-02-19,35.35,15.5145,
1980-02-20,30.0,13.1695,
1980-02-21,33.5,14.653,
1980-02-22,33.2,14.5615,
1980-02-25,32.8,14.4175,
1980-02-26,33.5,14.696,
1980-02-27,33.0,14.4345,
1980-02-28,35.01,15.315,
1980-02-29,35.52,15.589,
1980-03-03,34.75,15.349,
1980-03-04,34.64,15.457,
1980-03-05,36.31,16.221,
1980-03-06,35.538,15.945,
1980-03-07,32.45,14.5815,
1980-03-10,30.618,13.801,
1980-03-11,28.15,12.66,
1980-03-12,29.65,13.266,
1980-03-13,27.0,12.1265,
1980-03-14,23.01,10.4425,
1980-03-17,19.01,8.7705,
1980-03-18,16.6,7.606,
1980-03-19,20.65,9.412,
1980-03-20,22.6,10.266,
1980-03-21,21.03,9.603,
1980-03-24,23.05,10.566,
1980-03-25,21.255,9.6935,
1980-03-26,19.65,8.936,
1980-03-27,16.0,7.3395,
1980-03-28,13.99,6.447,
1980-03-31,13.494,6.224,
1980-04-01,16.99,7.939,
1980-04-02,14.99,6.9915,
1980-04-03,14.75,6.875,
1980-04-08,16.62,7.75,
1980-04-09,17.6,8.055,
1980-04-10,15.54,7.093,
1980-04-11,15.62,7.124,
1980-04-14,15.84,7.171,
1980-04-15,14.551,6.621,
1980-04-16,14.75,6.7045,
1980-04-17,14.75,6.629,
1980-04-18,14.579,6.553,
1980-04-21,14.2,6.372,
1980-04-22,13.56,6.0535,
1980-04-23,14.0,6.211,
1980-04-24,14.251,6.279,
1980-04-25,15.52,6.792,
1980-04-28,13.75,5.998,
1980-04-29,13.87,6.0755,
1980-04-30,13.834,6.097,
1980-05-01,12.0,5.304,
1980-05-02,13.1,5.79,
1980-05-06,13.4,5.857,
1980-05-07,12.7,5.555,
1980-05-08,13.23,5.794,
1980-05-09,13.01,5.707,
1980-05-12,12.74,5.597,
1980-05-13,12.76,5.576,
1980-05-14,13.065,5.712,
1980-05-15,12.772,5.559,
1980-05-16,12.795,5.597,
1980-05-19,12.4,5.4255,
1980-05-20,12.0,5.243,
1980-05-21,12.001,5.175,
1980-05-22,10.89,4.678,
1980-05-23,11.374,4.871,
1980-05-27,12.3,5.179,
1980-05-28,13.98,5.926,
1980-05-29,13.07,5.5595,
1980-05-30,13.7,5.876,
1980-06-02,14.65,6.2195,
1980-06-03,14.167,6.058,
1980-06-04,15.15,6.533,
1980-06-05,16.0,6.8765,
1980-06-06,17.025,7.302,
1980-06-09,17.85,7.589,
1980-06-10,15.6,6.7,
1980-06-11,15.46,6.613,
1980-06-12,15.3,6.5355,
1980-06-13,16.15,6.8835,
1980-06-16,16.0,6.8355,
1980-06-17,15.5,6.6525,
1980-06-18,15.787,6.77,
1980-06-19,15.5,6.654,
1980-06-20,15.71,6.734,
1980-06-23,15.465,6.606,
1980-06-24,15.47,6.6225,
1980-06-25,16.07,6.891,
1980-06-26,16.099,6.883,
1980-06-27,16.26,6.931,
1980-06-30,16.75,7.094,
1980-07-01,17.101,7.243,
1980-07-02,17.294,7.32,
1980-07-03,16.767,7.15,
1980-07-04,16.9,7.19,
1980-07-07,16.8,7.112,
1980-07-08,17.46,7.332,
1980-07-09,17.004,7.16,
1980-07-10,16.49,6.9415,
1980-07-11,16.2,6.8225,
1980-07-14,15.899,6.6895,
1980-07-15,15.5,6.54,
1980-07-16,15.95,6.73,
1980-07-17,15.987,6.73,
1980-07-18,15.361,6.468,
1980-07-21,15.565,6.54,
1980-07-22,15.453,6.486,
1980-07-23,15.96,6.689,
1980-07-24,16.173,6.767,
1980-07-25,16.65,6.947,
1980-07-28,16.37,6.841,
1980-07-29,16.37,6.881,
1980-07-30,16.28,6.875,
1980-07-31,15.78,6.729,
1980-08-01,15.61,6.688,
1980-08-04,15.675,6.67,
1980-08-05,16.07,6.8245,
1980-08-06,15.9,6.702,
1980-08-07,16.15,6.8015,
1980-08-08,16.162,6.822,
1980-08-11,15.66,6.6025,
1980-08-12,15.65,6.602,
1980-08-13,15.8,6.6435,
1980-08-14,15.831,6.66,
1980-08-15,15.86,6.672,
1980-08-18,15.481,6.539,
1980-08-19,15.812,6.693,
1980-08-20,15.931,6.732,
1980-08-21,16.225,6.856,
1980-08-22,16.19,6.8395,
1980-08-26,16.1,6.7845,
1980-08-27,16.065,6.7265,
1980-08-28,16.16,6.76,
1980-08-29,16.06,6.71,
1980-09-01,15.99,6.657,
1980-09-02,16.186,6.701,
1980-09-03,16.205,6.7035,
1980-09-04,16.282,6.731,
1980-09-05,17.029,7.0455,
1980-09-08,18.1,7.4825,
1980-09-09,18.75,7.753,
1980-09-10,19.718,8.2055,
1980-09-11,19.42,8.045,
1980-09-12,21.65,8.965,
1980-09-15,19.726,8.245,
1980-09-16,19.78,8.3005,
1980-09-17,21.75,9.093,
1980-09-18,20.93,8.7555,
1980-09-19,20.95,8.786,
1980-09-22,22.92,9.567,
1980-09-23,23.25,9.6835,
1980-09-24,23.54,9.788,
1980-09-25,21.4,8.913,
1980-09-26,22.24,9.2705,
1980-09-29,21.31,8.901,
1980-09-30,20.501,8.5815,
1980-10-01,21.752,9.088,
1980-10-02,21.2,8.8685,
1980-10-03,19.91,8.338,
1980-10-06,20.5,8.5505,
1980-10-07,20.85,8.717,
1980-10-08,20.7,8.65,
1980-10-09,21.372,8.935,
1980-10-10,21.47,8.94,
1980-10-13,21.26,8.816,
1980-10-14,20.667,8.565,
1980-10-15,21.03,8.736,
1980-10-16,21.0,8.717,
1980-10-17,20.6,8.5265,
1980-10-20,20.15,8.335,
1980-10-21,19.69,8.06,
1980-10-22,19.9,8.1625,
1980-10-23,19.0,7.784,
1980-10-24,18.93,7.705,
1980-10-27,18.9,7.733,
1980-10-28,18.64,7.674,
1980-10-29,19.125,7.83,
1980-10-30,19.453,7.963,
1980-10-31,18.875,7.739,
1980-11-03,18.83,7.7,
1980-11-04,19.753,8.0725,
1980-11-05,20.1,8.219,
1980-11-06,18.85,7.694,
1980-11-07,17.5,7.209,
1980-11-10,18.551,7.754,
1980-11-11,17.6,7.344,
1980-11-12,18.13,7.576,
1980-11-13,18.32,7.5845,
1980-11-14,18.539,7.678,
1980-11-17,18.147,7.597,
1980-11-18,18.405,7.685,
1980-11-19,18.9,7.918,
1980-11-20,19.294,8.066,
1980-11-21,19.26,8.1145,
1980-11-24,19.005,8.065,
1980-11-25,17.94,7.608,
1980-11-26,18.569,7.8185,
1980-11-27,18.45,7.8045,
1980-11-28,18.422,7.811,
1980-12-01,18.902,8.0435,
1980-12-02,18.62,7.915,
1980-12-03,18.47,7.89,
1980-12-04,18.622,7.931,
1980-12-05,18.05,7.722,
1980-12-08,17.429,7.441,
1980-12-09,17.2,7.363,
1980-12-10,16.115,6.897,
1980-12-11,14.879,6.43,
1980-12-12,14.3,6.185,
1980-12-15,15.998,6.847,
1980-12-16,14.45,6.231,
1980-12-17,15.11,6.51,
1980-12-18,15.6,6.71,
1980-12-19,15.3,6.592,
1980-12-22,15.91,6.776,
1980-12-23,16.148,6.8105,
1980-12-24,16.5,6.9415,
1980-12-29,16.208,6.875,
1980-12-30,15.59,6.546,
1980-12-31,15.5,6.503,
1981-01-05,15.8,6.578,
1981-01-06,16.303,6.712,
1981-01-07,15.8,6.527,
1981-01-08,15.4,6.4115,
1981-01-09,15.63,6.5045,
1981-01-12,14.819,6.177,
1981-01-13,14.962,6.2655,
1981-01-14,15.0,6.2695,
1981-01-15,15.148,6.317,
1981-01-16,14.9,6.211,
1981-01-19,14.859,6.1485,
1981-01-20,14.97,6.2065,
1981-01-21,15.353,6.3285,
1981-01-22,14.96,6.188,
1981-01-23,14.21,5.906,
1981-01-26,13.4,5.564,
1981-01-27,13.525,5.591,
1981-01-28,13.475,5.598,
1981-01-29,13.05,5.4295,
1981-01-30,13.15,5.5195,
1981-02-02,12.855,5.461,
1981-02-03,12.47,5.327,
1981-02-04,13.33,5.6675,
1981-02-05,13.202,5.6,
1981-02-06,13.35,5.7135,
1981-02-09,13.9,5.948,
1981-02-10,13.865,5.9265,
1981-02-11,13.348,5.7115,
1981-02-12,13.01,5.602,
1981-02-13,12.685,5.514,
1981-02-16,12.729,5.6525,
1981-02-17,13.301,5.853,
1981-02-18,13.169,5.795,
1981-02-19,12.99,5.71,
1981-02-20,13.249,5.728,
1981-02-23,13.0,5.732,
1981-02-24,13.019,5.8015,
1981-02-25,13.0,5.828,
1981-02-26,12.61,5.666,
1981-02-27,12.53,5.706,
1981-03-02,11.6,5.3285,
1981-03-03,11.57,5.3025,
1981-03-04,11.97,5.408,
1981-03-05,11.26,5.1205,
1981-03-06,11.55,5.281,
1981-03-09,11.803,5.3905,
1981-03-10,12.135,5.486,
1981-03-11,11.75,5.295,
1981-03-12,11.74,5.287,
1981-03-13,12.143,5.481,
1981-03-16,12.47,5.5845,
1981-03-17,12.42,5.5065,
1981-03-18,12.855,5.658,
1981-03-19,12.98,5.699,
1981-03-20,12.901,5.688,
1981-03-23,13.312,5.929,
1981-03-24,12.7,5.6255,
1981-03-25,13.08,5.7785,
1981-03-26,12.885,5.713,
1981-03-27,13.15,5.893,
1981-03-30,12.526,5.592,
1981-03-31,12.33,5.4905,
1981-04-01,12.03,5.3695,
1981-04-02,12.2,5.456,
1981-04-03,12.18,5.514,
1981-04-06,12.33,5.677,
1981-04-07,11.96,5.494,
1981-04-08,11.96,5.423,
1981-04-09,11.615,5.2965,
1981-04-10,11.4,5.212,
1981-04-13,10.95,5.065,
1981-04-14,11.28,5.191,
1981-04-15,11.22,5.1945,
1981-04-16,11.11,5.1555,
1981-04-21,11.13,5.1565,
1981-04-22,11.55,5.3165,
1981-04-23,11.35,5.204,
1981-04-24,11.395,5.255,
1981-04-27,11.231,5.178,
1981-04-28,11.179,5.185,
1981-04-29,11.031,5.151,
1981-04-30,11.065,5.1655,
1981-05-01,11.13,5.2,
1981-05-05,10.88,5.146,
1981-05-06,10.989,5.176,
1981-05-07,10.91,5.1755,
1981-05-08,11.105,5.253,
1981-05-11,11.42,5.416,
1981-05-12,11.1,5.297,
1981-05-13,11.017,5.265,
1981-05-14,10.869,5.2595,
1981-05-15,10.905,5.2505,
1981-05-18,10.945,5.217,
1981-05-19,10.937,5.2255,
1981-05-20,10.95,5.227,
1981-05-21,10.832,5.22,
1981-05-22,10.651,5.163,
1981-05-26,10.335,4.995,
1981-05-27,10.24,4.966,
1981-05-28,10.561,5.1255,
1981-05-29,10.585,5.11,
1981-06-01,10.673,5.167,
1981-06-02,10.48,5.141,
1981-06-03,10.499,5.212,
1981-06-04,10.03,5.132,
1981-06-05,9.994,5.181,
1981-06-08,10.101,5.227,
1981-06-09,10.25,5.2565,
1981-06-10,10.199,5.191,
1981-06-11,10.15,5.217,
1981-06-12,10.47,5.365,
1981-06-15,10.54,5.314,
1981-06-16,10.15,5.0625,
1981-06-17,10.06,5.029,
1981-06-18,9.975,5.033,
1981-06-19,9.91,5.0395,
1981-06-22,10.072,5.0755,
1981-06-23,10.242,5.122,
1981-06-24,10.11,5.106,
1981-06-25,9.901,5.0385,
1981-06-26,9.2,4.7405,
1981-06-29,8.586,4.4065,
1981-06-30,8.3,4.285,
1981-07-01,8.45,4.425,
1981-07-02,8.311,4.423,
1981-07-03,8.441,4.4555,
1981-07-06,8.199,4.353,
1981-07-07,8.473,4.42,
1981-07-08,8.327,4.4185,
1981-07-09,8.71,4.6135,
1981-07-10,8.92,4.717,
1981-07-13,9.02,4.75,
1981-07-14,8.68,4.669,
1981-07-15,8.68,4.623,
1981-07-16,8.985,4.7755,
1981-07-17,8.88,4.7435,
1981-07-20,8.875,4.7385,
1981-07-21,8.542,4.6255,
1981-07-22,8.7,4.6825,
1981-07-23,8.615,4.632,
1981-07-24,8.46,4.5675,
1981-07-27,8.51,4.535,
1981-07-28,8.345,4.489,
1981-07-30,8.412,4.5545,
1981-07-31,8.51,4.5865,
1981-08-03,8.24,4.521,
1981-08-04,8.26,4.559,
1981-08-05,8.28,4.5835,
1981-08-06,8.421,4.6705,
1981-08-07,8.512,4.758,
1981-08-10,8.345,4.744,
1981-08-11,8.552,4.831,
1981-08-12,8.98,5.01,
1981-08-13,8.91,4.9375,
1981-08-14,9.31,5.1565,
1981-08-17,8.97,4.967,
1981-08-18,9.425,5.0985,
1981-08-19,9.72,5.31,
1981-08-20,9.479,5.1265,
1981-08-21,9.485,5.079,
1981-08-24,9.49,5.048,
1981-08-25,8.7,4.753,
1981-08-26,8.82,4.804,
1981-08-27,8.885,4.834,
1981-08-28,9.154,4.982,
1981-09-01,9.15,4.992,
1981-09-02,9.397,5.104,
1981-09-03,9.592,5.189,
1981-09-04,9.95,5.3915,
1981-09-07,9.85,5.415,
1981-09-08,10.028,5.551,
1981-09-09,10.19,5.7055,
1981-09-10,10.923,6.104,
1981-09-11,10.783,6.0105,
1981-09-14,11.243,6.3305,
1981-09-15,11.03,6.0805,
1981-09-16,10.905,5.9075,
1981-09-17,11.05,5.9615,
1981-09-18,10.06,5.478,
1981-09-21,10.259,5.5725,
1981-09-22,10.32,5.6195,
1981-09-23,10.172,5.569,
1981-09-24,9.785,5.477,
1981-09-25,9.54,5.3475,
1981-09-28,8.769,4.9585,
1981-09-29,9.02,5.036,
1981-09-30,8.95,4.9665,
1981-10-01,9.32,5.096,
1981-10-02,9.332,5.101,
1981-10-05,9.445,5.154,
1981-10-06,9.039,4.8755,
1981-10-07,9.28,4.98,
1981-10-08,9.23,4.899,
1981-10-09,9.492,4.98,
1981-10-12,9.4825,5.0465,
1981-10-13,9.302,4.981,
1981-10-14,9.325,5.038,
1981-10-15,9.691,5.2,
1981-10-16,9.501,5.175,
1981-10-19,9.363,5.087,
1981-10-20,9.23,5.0275,
1981-10-21,9.095,4.981,
1981-10-22,9.09,5.0,
1981-10-23,9.08,4.9875,
1981-10-26,8.95,4.964,
1981-10-27,8.933,4.919,
1981-10-28,9.151,5.032,
1981-10-29,8.931,4.8965,
1981-10-30,9.12,4.939,
1981-11-02,9.168,4.8935,
1981-11-03,9.009,4.8215,
1981-11-04,9.148,4.8685,
1981-11-05,9.069,4.829,
1981-11-06,9.046,4.8295,
1981-11-09,9.111,4.811,
1981-11-10,8.89,4.735,
1981-11-11,8.625,4.588,
1981-11-12,8.578,4.552,
1981-11-13,8.67,4.551,
1981-11-16,8.29,4.305,
1981-11-17,8.04,4.228,
1981-11-18,8.17,4.315,
1981-11-19,8.196,4.265,
1981-11-20,8.19,4.291,
1981-11-23,8.03,4.2365,
1981-11-24,8.108,4.244,
1981-11-25,8.17,4.246,
1981-11-26,8.196,4.226,
1981-11-27,8.232,4.225,
1981-11-30,8.266,4.196,
1981-12-01,8.068,4.128,
1981-12-02,8.09,4.159,
1981-12-03,8.487,4.3825,
1981-12-04,8.75,4.485,
1981-12-07,8.682,4.4625,
1981-12-08,8.78,4.542,
1981-12-09,8.635,4.488,
1981-12-10,8.48,4.456,
1981-12-11,8.503,4.5215,
1981-12-14,8.7,4.6775,
1981-12-15,8.52,4.5355,
1981-12-16,8.6975,4.5835,
1981-12-17,8.825,4.6595,
1981-12-18,8.77,4.6825,
1981-12-21,8.64,4.6045,
1981-12-22,8.338,4.421,
1981-12-23,8.3,4.3835,
1981-12-24,8.293,4.3995,
1981-12-29,8.05,4.2525,
1981-12-30,8.052,4.2355,
1981-12-31,8.154,4.269,
1982-01-04,8.062,4.145,
1982-01-05,8.155,4.254,
1982-01-06,8.262,4.294,
1982-01-07,8.105,4.238,
1982-01-08,8.22,4.29,
1982-01-11,8.005,4.23,
1982-01-12,8.085,4.3095,
1982-01-13,7.921,4.218,
1982-01-14,7.72,4.1515,
1982-01-15,7.922,4.2185,
1982-01-18,7.79,4.1695,
1982-01-19,7.901,4.1715,
1982-01-20,7.816,4.1475,
1982-01-21,7.858,4.161,
1982-01-22,7.915,4.2305,
1982-01-25,7.728,4.17,
1982-01-26,7.791,4.2045,
1982-01-27,8.04,4.286,
1982-01-28,8.018,4.289,
1982-01-29,8.28,4.3985,
1982-02-01,8.12,4.345,
1982-02-02,8.05,4.3445,
1982-02-03,8.158,4.359,
1982-02-04,8.41,4.507,
1982-02-05,8.516,4.559,
1982-02-08,8.48,4.559,
1982-02-09,8.38,4.5385,
1982-02-10,8.66,4.6785,
1982-02-11,8.56,4.6245,
1982-02-12,8.518,4.6395,
1982-02-15,8.513,4.657,
1982-02-16,8.567,4.6745,
1982-02-17,8.44,4.592,
1982-02-18,8.253,4.4755,
1982-02-19,8.29,4.469,
1982-02-22,8.083,4.3715,
1982-02-23,7.84,4.267,
1982-02-24,7.96,4.352,
1982-02-25,8.033,4.393,
1982-02-26,7.84,4.316,
1982-03-01,7.741,4.252,
1982-03-02,7.927,4.3495,
1982-03-03,7.78,4.2725,
1982-03-04,7.5275,4.1235,
1982-03-08,7.34,4.013,
1982-03-09,7.005,3.8605,
1982-03-10,7.205,3.9775,
1982-03-11,7.195,3.973,
1982-03-12,7.04,3.9055,
1982-03-15,6.96,3.856,
1982-03-16,7.15,3.956,
1982-03-17,7.079,3.9165,
1982-03-18,7.13,3.938,
1982-03-19,7.0,3.8855,
1982-03-22,7.065,3.9185,
1982-03-23,7.211,3.9995,
1982-03-24,7.285,4.027,
1982-03-25,7.06,3.919,
1982-03-26,7.059,3.949,
1982-03-29,7.01,3.928,
1982-03-30,7.083,3.9725,
1982-03-31,7.06,3.9585,
1982-04-01,7.11,3.982,
1982-04-02,7.11,3.97,
1982-04-05,7.28,4.107,
1982-04-06,7.376,4.2075,
1982-04-07,7.475,4.253,
1982-04-08,7.41,4.2175,
1982-04-13,7.39,4.1915,
1982-04-14,7.608,4.308,
1982-04-15,7.485,4.2575,
1982-04-16,7.515,4.277,
1982-04-19,7.475,4.246,
1982-04-20,7.191,4.062,
1982-04-21,7.202,4.0655,
1982-04-22,7.18,4.047,
1982-04-23,7.205,4.068,
1982-04-26,7.391,4.183,
1982-04-27,7.169,4.0365,
1982-04-28,7.212,4.05,
1982-04-29,7.015,3.933,
1982-04-30,7.06,3.945,
1982-05-04,6.898,3.8195,
1982-05-05,6.82,3.787,
1982-05-06,6.8,3.731,
1982-05-07,6.86,3.755,
1982-05-10,6.697,3.6465,
1982-05-11,6.676,3.643,
1982-05-12,6.69,3.635,
1982-05-13,6.65,3.622,
1982-05-14,6.65,3.662,
1982-05-17,6.76,3.701,
1982-05-18,6.693,3.71,
1982-05-19,6.76,3.754,
1982-05-20,6.71,3.772,
1982-05-21,6.7,3.736,
1982-05-24,6.568,3.6315,
1982-05-25,6.486,3.5895,
1982-05-26,6.598,3.6635,
1982-05-27,6.395,3.5565,
1982-05-28,6.356,3.547,
1982-06-01,6.096,3.419,
1982-06-02,5.97,3.349,
1982-06-03,6.065,3.3845,
1982-06-04,5.924,3.2965,
1982-06-07,5.92,3.312,
1982-06-08,6.085,3.398,
1982-06-09,5.918,3.338,
1982-06-10,5.882,3.314,
1982-06-11,5.947,3.3485,
1982-06-14,5.815,3.2885,
1982-06-15,5.51,3.1275,
1982-06-16,5.445,3.1015,
1982-06-17,5.318,3.0425,
1982-06-18,5.14,2.9625,
1982-06-21,4.901,2.851,
1982-06-22,5.006,2.878,
1982-06-23,5.045,2.924,
1982-06-24,5.225,3.0065,
1982-06-25,5.123,2.973,
1982-06-28,5.1,2.9745,
1982-06-29,5.36,3.103,
1982-06-30,5.73,3.3005,
1982-07-01,5.712,3.2895,
1982-07-02,5.875,3.381,
1982-07-05,5.965,3.439,
1982-07-06,5.86,3.398,
1982-07-07,5.531,3.2375,
1982-07-08,5.735,3.351,
1982-07-09,6.237,3.62,
1982-07-12,6.306,3.6345,
1982-07-13,6.24,3.604,
1982-07-14,6.62,3.84,
1982-07-15,6.482,3.759,
1982-07-16,6.385,3.7175,
1982-07-19,6.552,3.76,
1982-07-20,6.415,3.69,
1982-07-21,7.048,4.0435,
1982-07-22,6.965,3.988,
1982-07-23,7.145,4.054,
1982-07-26,7.12,4.045,
1982-07-27,7.21,4.1095,
1982-07-28,6.99,4.006,
1982-07-29,6.7,3.855,
1982-07-30,6.635,3.813,
1982-08-02,6.888,3.9295,
1982-08-03,7.085,4.0395,
1982-08-04,6.81,3.9285,
1982-08-05,6.935,4.018,
1982-08-06,6.82,3.99,
1982-08-09,6.575,3.878,
1982-08-10,6.488,3.794,
1982-08-11,6.24,3.679,
1982-08-12,6.247,3.681,
1982-08-13,6.382,3.73,
1982-08-16,6.28,3.6985,
1982-08-17,6.342,3.727,
1982-08-18,6.96,4.0185,
1982-08-19,6.962,4.0395,
1982-08-20,7.452,4.2765,
1982-08-23,7.85,4.513,
1982-08-24,8.153,4.6455,
1982-08-25,7.858,4.446,
1982-08-26,8.07,4.5905,
1982-08-27,8.25,4.7305,
1982-08-31,7.73,4.502,
1982-09-01,7.69,4.48,
1982-09-02,7.74,4.447,
1982-09-03,8.8,5.069,
1982-09-06,9.15,5.303,
1982-09-07,9.453,5.4515,
1982-09-08,8.88,5.151,
1982-09-09,9.329,5.416,
1982-09-10,8.752,5.106,
1982-09-13,8.78,5.1495,
1982-09-14,8.953,5.237,
1982-09-15,8.877,5.175,
1982-09-16,9.16,5.366,
1982-09-17,8.98,5.2545,
1982-09-20,8.68,5.063,
1982-09-21,8.713,5.091,
1982-09-22,9.101,5.3065,
1982-09-23,8.89,5.1945,
1982-09-24,8.911,5.216,
1982-09-27,8.485,4.99,
1982-09-28,8.2625,4.873,
1982-09-29,8.44,4.9735,
1982-09-30,8.193,4.838,
1982-10-01,8.232,4.854,
1982-10-04,8.128,4.825,
1982-10-05,7.975,4.7345,
1982-10-06,8.224,4.865,
1982-10-07,8.468,4.9975,
1982-10-08,8.905,5.2075,
1982-10-11,9.1,5.293,
1982-10-12,9.44,5.49,
1982-10-13,9.365,5.462,
1982-10-14,9.802,5.734,
1982-10-15,9.73,5.712,
1982-10-18,9.582,5.605,
1982-10-19,10.24,5.999,
1982-10-20,9.915,5.8375,
1982-10-21,10.463,6.169,
1982-10-22,10.26,6.039,
1982-10-25,10.072,5.979,
1982-10-26,9.95,5.9005,
1982-10-27,9.9,5.863,
1982-10-28,9.76,5.8095,
1982-10-29,9.87,5.896,
1982-11-01,10.18,6.065,
1982-11-02,10.35,6.146,
1982-11-03,10.45,6.2145,
1982-11-04,10.58,6.342,
1982-11-05,10.582,6.344,
1982-11-08,10.225,6.169,
1982-11-09,10.142,6.1245,
1982-11-10,10.175,6.114,
1982-11-11,9.76,5.901,
1982-11-12,9.37,5.6665,
1982-11-15,9.351,5.735,
1982-11-16,9.48,5.8355,
1982-11-17,9.73,6.0965,
1982-11-18,9.588,5.9925,
1982-11-19,9.83,6.083,
1982-11-22,9.63,6.047,
1982-11-23,9.3,5.8415,
1982-11-24,9.014,5.657,
1982-11-25,9.23,5.8125,
1982-11-26,9.217,5.764,
1982-11-29,9.532,5.931,
1982-11-30,9.54,5.909,
1982-12-01,10.14,6.2115,
1982-12-02,10.131,6.2305,
1982-12-03,10.425,6.3665,
1982-12-06,10.365,6.357,
1982-12-07,11.06,6.783,
1982-12-08,10.782,6.5985,
1982-12-09,10.452,6.454,
1982-12-10,10.435,6.459,
1982-12-13,10.3,6.4195,
1982-12-14,10.822,6.6885,
1982-12-15,10.318,6.387,
1982-12-16,10.5,6.4815,
1982-12-17,10.3,6.346,
1982-12-20,10.376,6.451,
1982-12-21,10.49,6.5035,
1982-12-22,10.71,6.642,
1982-12-23,10.628,6.601,
1982-12-24,10.75,6.6855,
1982-12-29,11.11,6.8515,
1982-12-30,11.055,6.8155,
1982-12-31,10.87,6.7305,
1983-01-04,11.065,6.803,
1983-01-05,11.099,6.8435,
1983-01-06,11.291,7.0195,
1983-01-07,11.23,7.0145,
1983-01-10,12.02,7.5055,
1983-01-11,12.222,7.7775,
1983-01-12,12.095,7.6575,
1983-01-13,12.435,7.9015,
1983-01-14,12.3,7.8045,
1983-01-17,12.973,8.164,
1983-01-18,12.69,8.042,
1983-01-19,13.108,8.3465,
1983-01-20,12.798,8.1515,
1983-01-21,12.83,8.1355,
1983-01-24,12.2,7.9145,
1983-01-25,12.773,8.313,
1983-01-26,12.99,8.389,
1983-01-27,13.172,8.584,
1983-01-28,13.35,8.683,
1983-01-31,13.82,9.021,
1983-02-01,14.302,9.4,
1983-02-02,13.715,9.023,
1983-02-03,14.36,9.4275,
1983-02-04,14.152,9.334,
1983-02-05,7.54,4.097,
1983-02-07,13.69,8.9975,
1983-02-08,14.1,9.141,
1983-02-09,13.83,8.9455,
1983-02-10,13.9,9.038,
1983-02-11,14.262,9.219,
1983-02-14,14.172,9.2295,
1983-02-15,14.668,9.4755,
1983-02-16,14.602,9.4865,
1983-02-17,14.663,9.474,
1983-02-18,14.45,9.353,
1983-02-21,14.46,9.3945,
1983-02-22,14.407,9.43,
1983-02-23,13.305,8.788,
1983-02-24,13.535,8.891,
1983-02-25,13.255,8.686,
1983-02-28,11.7,7.682,
1983-03-01,10.68,7.082,
1983-03-02,10.997,7.302,
1983-03-03,10.942,7.251,
1983-03-04,10.596,6.9965,
1983-03-07,10.478,6.916,
1983-03-08,10.598,7.028,
1983-03-09,10.6,7.041,
1983-03-10,10.98,7.2665,
1983-03-11,10.87,7.23,
1983-03-14,10.943,7.2615,
1983-03-15,11.25,7.433,
1983-03-16,10.83,7.1815,
1983-03-17,10.642,7.0685,
1983-03-18,10.615,7.105,
1983-03-21,10.24,6.919,
1983-03-22,10.6,7.1895,
1983-03-23,10.235,7.0055,
1983-03-24,10.575,7.225,
1983-03-25,10.39,7.126,
1983-03-28,10.312,7.08,
1983-03-29,10.375,7.128,
1983-03-30,10.652,7.3085,
1983-03-31,10.5,7.08,
1983-04-05,10.975,7.312,
1983-04-06,11.18,7.404,
1983-04-07,11.142,7.3655,
1983-04-08,11.02,7.33,
1983-04-11,11.111,7.2905,
1983-04-12,11.35,7.4015,
1983-04-13,11.221,7.27,
1983-04-14,11.638,7.5865,
1983-04-15,11.748,7.6185,
1983-04-18,12.295,7.8915,
1983-04-19,12.264,7.849,
1983-04-20,11.91,7.6565,
1983-04-21,12.422,8.053,
1983-04-22,12.019,7.76,
1983-04-25,12.272,7.859,
1983-04-26,12.198,7.767,
1983-04-27,12.31,7.8485,
1983-04-28,11.805,7.556,
1983-04-29,11.957,7.6625,
1983-05-03,12.117,7.6715,
1983-05-04,12.348,7.802,
1983-05-05,12.442,7.897,
1983-05-06,12.402,7.8595,
1983-05-09,12.61,7.9785,
1983-05-10,12.883,8.232,
1983-05-11,13.165,8.3905,
1983-05-12,12.9,8.2115,
1983-05-13,12.9,8.2365,
1983-05-16,12.966,8.293,
1983-05-17,12.964,8.3455,
