Date,USD,GBP,EURO
1968-01-02,2.173,0.90417,
1968-01-03,2.225,0.925,
1968-01-04,2.171,0.90208,
1968-01-05,2.157,0.89583,
1968-01-08,2.163,0.89792,
1968-01-09,2.109,0.875,
1968-01-10,2.085,0.86458,
1968-01-11,2.094,0.86875,
1968-01-12,2.127,0.88333,
1968-01-15,2.114,0.87708,
1968-01-16,2.069,0.85833,
1968-01-17,2.067,0.85833,
1968-01-18,2.058,0.85417,
1968-01-19,2.078,0.8625,
1968-01-22,2.088,0.86667,
1968-01-23,2.08,0.86354,
1968-01-24,2.064,0.85625,
1968-01-25,2.018,0.8375,
1968-01-26,2.069,0.85833,
1968-01-29,2.039,0.84583,
1968-01-30,2.019,0.8375,
1968-01-31,1.96,0.8125,
1968-02-01,1.995,0.82708,
1968-02-02,2.02,0.8375,
1968-02-05,2.0,0.82917,
1968-02-06,1.948,0.80833,
1968-02-07,1.965,0.81458,
1968-02-08,1.979,0.82083,
1968-02-09,1.938,0.80417,
1968-02-12,1.929,0.8,
1968-02-13,1.923,0.79792,
1968-02-14,1.919,0.79583,
1968-02-15,1.939,0.80417,
1968-02-16,1.999,0.82917,
1968-02-19,1.969,0.81667,
1968-02-20,1.98,0.82083,
1968-02-21,2.03,0.84167,
1968-02-22,2.029,0.84167,
1968-02-23,2.017,0.8375,
1968-02-26,2.065,0.85833,
1968-02-27,2.105,0.875,
1968-02-28,2.105,0.875,
1968-02-29,2.084,0.86667,
1968-03-01,2.2,0.91667,
1968-03-04,2.19,0.9125,
1968-03-05,2.188,0.9125,
1968-03-06,2.134,0.8875,
1968-03-07,2.189,0.9125,
1968-03-08,2.228,0.93125,
1968-03-11,2.197,0.91667,
1968-03-12,2.222,0.92708,
1968-03-13,2.37,0.98958,
1968-03-14,2.49,1.04167,
1968-03-18,2.119,0.88333,
1968-03-19,2.404,1.0,
1968-03-20,2.237,0.92917,
1968-03-21,2.303,0.95833,
1968-03-22,2.218,0.92292,
1968-03-25,2.241,0.93333,
1968-03-26,2.243,0.93333,
1968-03-27,2.302,0.95833,
1968-03-28,2.249,0.9375,
1968-03-29,2.278,0.95,
1968-04-01,2.259,0.93958,
1968-04-02,2.202,0.91563,
1968-04-03,2.195,0.9125,
1968-04-04,2.125,0.88333,
1968-04-05,2.104,0.875,
1968-04-08,2.134,0.8875,
1968-04-09,2.205,0.91667,
1968-04-10,2.203,0.91667,
1968-04-11,2.161,0.9,
1968-04-16,2.253,0.9375,
1968-04-17,2.303,0.95833,
1968-04-18,2.232,0.92917,
1968-04-19,2.281,0.95,
1968-04-22,2.36,0.98333,
1968-04-23,2.36,0.98333,
1968-04-24,2.299,0.95833,
1968-04-25,2.308,0.9625,
1968-04-26,2.327,0.97083,
1968-04-29,2.396,1.0,
1968-04-30,2.397,1.0,
1968-05-01,2.357,0.98333,
1968-05-02,2.297,0.95833,
1968-05-03,2.315,0.96667,
1968-05-06,2.335,0.975,
1968-05-07,2.245,0.9375,
1968-05-08,2.321,0.96875,
1968-05-09,2.319,0.96875,
1968-05-10,2.361,0.9875,
1968-05-13,2.359,0.9875,
1968-05-14,2.379,0.99583,
1968-05-15,2.401,1.00417,
1968-05-16,2.459,1.02917,
1968-05-17,2.505,1.05,
1968-05-20,2.506,1.05,
1968-05-21,2.554,1.07083,
1968-05-22,2.467,1.03333,
1968-05-23,2.48,1.03958,
1968-05-24,2.503,1.05,
1968-05-27,2.515,1.05417,
1968-05-28,2.49,1.04375,
1968-05-29,2.416,1.0125,
1968-05-30,2.477,1.03958,
1968-05-31,2.483,1.04167,
1968-06-04,2.426,1.01667,
1968-06-05,2.421,1.01458,
1968-06-06,2.454,1.02917,
1968-06-07,2.478,1.03958,
1968-06-10,2.446,1.025,
1968-06-11,2.506,1.05,
1968-06-12,2.576,1.07917,
1968-06-13,2.52,1.05625,
1968-06-14,2.465,1.03333,
1968-06-17,2.432,1.01875,
1968-06-18,2.431,1.01875,
1968-06-19,2.534,1.0625,
1968-06-20,2.468,1.03542,
1968-06-21,2.449,1.02708,
1968-06-24,2.483,1.04167,
1968-06-25,2.512,1.05417,
1968-06-26,2.493,1.04583,
1968-06-27,2.492,1.04583,
1968-06-28,2.502,1.05,
1968-07-01,2.512,1.05417,
1968-07-02,2.463,1.03333,
1968-07-03,2.489,1.04375,
1968-07-04,2.487,1.04375,
1968-07-05,2.472,1.0375,
1968-07-08,2.436,1.02083,
1968-07-09,2.319,0.97083,
1968-07-10,2.418,1.0125,
1968-07-11,2.369,0.99167,
1968-07-12,2.35,0.98333,
1968-07-15,2.392,1.0,
1968-07-16,2.351,0.98333,
1968-07-17,2.303,0.9625,
1968-07-18,2.242,0.9375,
1968-07-19,2.331,0.975,
1968-07-22,2.292,0.95833,
1968-07-23,2.292,0.95833,
1968-07-24,2.328,0.97292,
1968-07-25,2.283,0.95417,
1968-07-26,2.284,0.95417,
1968-07-29,2.276,0.95,
1968-07-30,2.235,0.93333,
1968-07-31,2.285,0.95417,
1968-08-01,2.225,0.92917,
1968-08-02,2.245,0.9375,
1968-08-05,2.195,0.91667,
1968-08-06,2.185,0.9125,
1968-08-07,2.205,0.92083,
1968-08-08,2.165,0.90417,
1968-08-09,2.154,0.9,
1968-08-12,2.125,0.8875,
1968-08-13,2.064,0.8625,
1968-08-14,2.193,0.91667,
1968-08-15,2.208,0.92292,
1968-08-16,2.203,0.92083,
1968-08-19,2.178,0.91042,
1968-08-20,2.243,0.9375,
1968-08-21,2.332,0.975,
1968-08-22,2.24,0.9375,
1968-08-23,2.274,0.95208,
1968-08-26,2.239,0.9375,
1968-08-27,2.239,0.9375,
1968-08-28,2.218,0.92917,
1968-08-29,2.242,0.93958,
1968-08-30,2.239,0.93958,
1968-09-03,2.24,0.93958,
1968-09-04,2.255,0.94583,
1968-09-05,2.274,0.95417,
1968-09-06,2.264,0.95,
1968-09-09,2.243,0.93958,
1968-09-10,2.168,0.90833,
1968-09-11,2.248,0.94167,
1968-09-12,2.198,0.92083,
1968-09-13,2.227,0.93333,
1968-09-16,2.207,0.925,
1968-09-17,2.228,0.93333,
1968-09-18,2.245,0.93958,
1968-09-19,2.23,0.93333,
1968-09-20,2.24,0.9375,
1968-09-23,2.231,0.93333,
1968-09-24,2.22,0.92917,
1968-09-25,2.221,0.92917,
1968-09-26,2.19,0.91667,
1968-09-27,2.2,0.92083,
1968-09-30,2.171,0.90833,
1968-10-01,2.14,0.89583,
1968-10-02,2.091,0.875,
1968-10-03,2.101,0.87917,
1968-10-04,2.085,0.87292,
1968-10-07,2.101,0.87917,
1968-10-08,2.086,0.87292,
1968-10-09,2.051,0.85833,
1968-10-10,2.011,0.84167,
1968-10-11,2.05,0.85833,
1968-10-14,2.03,0.85,
1968-10-15,1.991,0.83333,
1968-10-16,1.921,0.80417,
1968-10-17,1.842,0.77083,
1968-10-18,1.872,0.78333,
1968-10-21,1.972,0.825,
1968-10-22,1.877,0.78542,
1968-10-23,1.923,0.80417,
1968-10-24,1.898,0.79375,
1968-10-25,1.913,0.8,
1968-10-28,1.913,0.8,
1968-10-29,1.972,0.825,
1968-10-30,1.958,0.81875,
1968-10-31,1.933,0.80833,
1968-11-01,1.903,0.79583,
1968-11-04,1.963,0.82083,
1968-11-05,1.981,0.82917,
1968-11-06,1.992,0.83333,
1968-11-07,1.957,0.81875,
1968-11-08,1.967,0.82292,
1968-11-11,2.002,0.8375,
1968-11-12,2.011,0.84167,
1968-11-13,2.061,0.8625,
1968-11-14,2.069,0.86667,
1968-11-15,2.086,0.875,
1968-11-18,2.103,0.88229,
1968-11-19,2.085,0.875,
1968-11-20,,0.88542,
1968-11-21,,0.89583,
1968-11-22,,0.89583,
1968-11-25,2.105,0.88333,
1968-11-26,1.988,0.83333,
1968-11-27,1.92,0.80417,
1968-11-28,1.978,0.82917,
1968-11-29,1.968,0.825,
1968-12-02,1.943,0.81458,
1968-12-03,1.947,0.81667,
1968-12-04,1.987,0.83333,
1968-12-05,2.001,0.83958,
1968-12-06,2.035,0.85417,
1968-12-09,2.036,0.85417,
1968-12-10,1.976,0.82917,
1968-12-11,2.019,0.84583,
1968-12-12,1.984,0.83125,
1968-12-13,1.987,0.83333,
1968-12-16,1.958,0.82083,
1968-12-17,1.962,0.82292,
1968-12-18,2.004,0.84063,
1968-12-19,2.004,0.84063,
1968-12-20,1.971,0.82708,
1968-12-23,1.966,0.825,
1968-12-24,1.957,0.82083,
1968-12-27,1.937,0.8125,
1968-12-30,1.967,0.825,
1968-12-31,1.947,0.81667,
1969-01-02,1.958,0.82083,
1969-01-03,1.967,0.825,
1969-01-06,1.972,0.82708,
1969-01-07,1.977,0.82917,
1969-01-08,2.017,0.84583,
1969-01-09,2.007,0.84167,
1969-01-10,2.042,0.85625,
1969-01-13,2.016,0.84479,
1969-01-14,2.027,0.85,
1969-01-15,2.038,0.85417,
1969-01-16,2.017,0.84583,
1969-01-17,1.994,0.83542,
1969-01-20,1.994,0.83542,
1969-01-21,2.015,0.84375,
1969-01-22,2.002,0.8375,
1969-01-23,1.982,0.82917,
1969-01-24,1.988,0.83229,
1969-01-27,1.999,0.83646,
1969-01-28,1.987,0.83125,
1969-01-29,1.981,0.82917,
1969-01-30,2.001,0.8375,
1969-01-31,2.001,0.8375,
1969-02-03,1.987,0.83125,
1969-02-04,1.991,0.83229,
1969-02-05,1.983,0.82917,
1969-02-06,1.922,0.80417,
1969-02-07,1.885,0.78854,
1969-02-10,1.883,0.7875,
1969-02-11,1.883,0.7875,
1969-02-12,1.873,0.78333,
1969-02-13,1.833,0.76667,
1969-02-14,1.77,0.73958,
1969-02-17,1.855,0.775,
1969-02-18,1.804,0.75417,
1969-02-19,1.829,0.76458,
1969-02-20,1.843,0.77083,
1969-02-21,1.829,0.76458,
1969-02-24,1.833,0.76667,
1969-02-25,1.803,0.75417,
1969-02-26,1.799,0.75208,
1969-02-27,1.834,0.76667,
1969-02-28,1.825,0.7625,
1969-03-03,1.815,0.75833,
1969-03-04,1.797,0.75104,
1969-03-05,1.862,0.77708,
1969-03-06,1.886,0.7875,
1969-03-07,1.925,0.80625,
1969-03-10,1.901,0.79583,
1969-03-11,1.879,0.78646,
1969-03-12,1.833,0.76667,
1969-03-13,1.871,0.78333,
1969-03-14,1.836,0.76875,
1969-03-17,1.831,0.76667,
1969-03-18,1.813,0.75833,
1969-03-19,1.824,0.7625,
1969-03-20,1.813,0.75833,
1969-03-21,1.833,0.76667,
1969-03-24,1.846,0.77188,
1969-03-25,1.832,0.76563,
1969-03-26,1.82,0.76042,
1969-03-27,1.814,0.75833,
1969-03-28,1.83,0.76458,
1969-03-31,1.825,0.7625,
1969-04-01,1.814,0.75729,
1969-04-02,1.799,0.75104,
1969-04-03,1.835,0.76667,
1969-04-08,1.826,0.7625,
1969-04-09,1.802,0.75208,
1969-04-10,1.814,0.75729,
1969-04-11,1.801,0.75208,
1969-04-14,1.8,0.75104,
1969-04-15,1.797,0.75,
1969-04-16,1.797,0.75,
1969-04-17,1.807,0.75417,
1969-04-18,1.802,0.75208,
1969-04-21,1.8,0.75104,
1969-04-22,1.77,0.73958,
1969-04-23,1.785,0.74688,
1969-04-24,1.792,0.75,
1969-04-25,1.782,0.74583,
1969-04-28,1.81,0.75833,
1969-04-29,1.794,0.75104,
1969-04-30,1.776,0.74375,
1969-05-01,1.778,0.74583,
1969-05-02,1.777,0.74583,
1969-05-05,1.769,0.74167,
1969-05-06,1.758,0.7375,
1969-05-07,1.807,0.75833,
1969-05-08,1.846,0.775,
1969-05-09,1.817,0.7625,
1969-05-12,1.795,0.75208,
1969-05-13,1.749,0.73333,
1969-05-14,1.776,0.74375,
1969-05-15,1.761,0.7375,
1969-05-16,1.781,0.74583,
1969-05-19,1.761,0.7375,
1969-05-20,1.749,0.73229,
1969-05-21,1.759,0.73646,
1969-05-22,1.751,0.73333,
1969-05-23,1.758,0.73646,
1969-05-27,1.783,0.74583,
1969-05-28,1.767,0.73958,
1969-05-29,1.771,0.74167,
1969-05-30,1.772,0.74167,
1969-06-02,1.773,0.74167,
1969-06-03,1.773,0.74167,
1969-06-04,1.758,0.73542,
1969-06-05,1.766,0.73958,
1969-06-06,1.749,0.73229,
1969-06-09,1.722,0.72083,
1969-06-10,1.687,0.70625,
1969-06-11,1.684,0.70521,
1969-06-12,1.685,0.70521,
1969-06-13,1.686,0.70521,
1969-06-16,1.679,0.70208,
1969-06-17,1.593,0.66667,
1969-06-18,1.578,0.66042,
1969-06-19,1.603,0.67083,
1969-06-20,1.628,0.68125,
1969-06-23,1.566,0.65521,
1969-06-24,1.584,0.6625,
1969-06-25,1.587,0.66354,
1969-06-26,1.579,0.66042,
1969-06-27,1.559,0.65208,
1969-06-30,1.564,0.65417,
1969-07-01,1.595,0.66667,
1969-07-02,1.57,0.65625,
1969-07-03,1.573,0.65833,
1969-07-04,1.588,0.66458,
1969-07-07,1.594,0.66667,
1969-07-08,1.613,0.675,
1969-07-09,1.618,0.67708,
1969-07-10,1.663,0.69583,
1969-07-11,1.631,0.68229,
1969-07-14,1.652,0.69063,
1969-07-15,1.683,0.70417,
1969-07-16,1.669,0.69792,
1969-07-17,1.636,0.68438,
1969-07-18,1.653,0.69167,
1969-07-21,1.668,0.69792,
1969-07-22,1.675,0.70104,
1969-07-23,1.66,0.69479,
1969-07-24,1.643,0.6875,
1969-07-25,1.645,0.68854,
1969-07-28,1.653,0.69167,
1969-07-29,1.621,0.67813,
1969-07-30,1.622,0.67813,
1969-07-31,1.629,0.68125,
1969-08-01,1.614,0.675,
1969-08-04,1.617,0.67604,
1969-08-05,1.599,0.66875,
1969-08-06,1.614,0.675,
1969-08-07,1.614,0.675,
1969-08-08,1.624,0.67917,
1969-08-11,1.69,0.70833,
1969-08-12,1.654,0.69375,
1969-08-13,1.675,0.70313,
1969-08-14,1.707,0.71667,
1969-08-15,1.696,0.7125,
1969-08-18,1.68,0.70417,
1969-08-19,1.659,0.69583,
1969-08-20,1.686,0.70625,
1969-08-21,1.674,0.70208,
1969-08-22,1.683,0.70625,
1969-08-25,1.674,0.70208,
1969-08-26,1.663,0.69792,
1969-08-27,1.673,0.70208,
1969-08-28,1.664,0.69896,
1969-08-29,1.674,0.70313,
1969-09-02,1.688,0.70833,
1969-09-03,1.705,0.71563,
1969-09-04,1.705,0.71563,
1969-09-05,1.702,0.71458,
1969-09-08,1.728,0.725,
1969-09-09,1.758,0.7375,
1969-09-10,1.754,0.73542,
1969-09-11,1.769,0.74167,
1969-09-12,1.804,0.75625,
1969-09-15,1.781,0.74583,
1969-09-16,1.768,0.74375,
1969-09-17,1.81,0.75833,
1969-09-18,1.79,0.75,
1969-09-19,1.799,0.75417,
1969-09-22,1.818,0.7625,
1969-09-23,1.868,0.78438,
1969-09-24,1.891,0.79375,
1969-09-25,1.845,0.775,
1969-09-26,1.831,0.76875,
1969-09-29,1.839,0.77188,
1969-09-30,1.876,0.7875,
1969-10-01,1.863,0.78125,
1969-10-02,1.894,0.79375,
1969-10-03,1.87,0.78333,
1969-10-06,1.825,0.76458,
1969-10-07,1.864,0.78125,
1969-10-08,1.823,0.76354,
1969-10-09,1.844,0.77292,
1969-10-10,1.84,0.77083,
1969-10-13,1.826,0.76458,
1969-10-14,1.825,0.76354,
1969-10-15,1.808,0.75625,
1969-10-16,1.843,0.77083,
1969-10-17,1.813,0.75833,
1969-10-20,1.854,0.775,
1969-10-21,1.874,0.78333,
1969-10-22,1.846,0.77188,
1969-10-23,1.863,0.77917,
1969-10-24,1.853,0.775,
1969-10-27,1.906,0.79583,
1969-10-28,1.885,0.7875,
1969-10-29,1.896,0.79167,
1969-10-30,1.927,0.80521,
1969-10-31,1.947,0.8125,
1969-11-03,1.996,0.83333,
1969-11-04,1.968,0.82083,
1969-11-05,1.993,0.83125,
1969-11-06,1.989,0.82917,
1969-11-07,1.964,0.81875,
1969-11-10,1.943,0.81042,
1969-11-11,1.957,0.81667,
1969-11-12,1.961,0.81771,
1969-11-13,1.932,0.80625,
1969-11-14,1.922,0.80208,
1969-11-17,1.921,0.80208,
1969-11-18,1.897,0.79271,
1969-11-19,1.877,0.78333,
1969-11-20,1.902,0.79375,
1969-11-21,1.896,0.79167,
1969-11-24,1.897,0.79167,
1969-11-25,1.868,0.77917,
1969-11-26,1.868,0.77917,
1969-11-27,1.882,0.78542,
1969-11-28,1.887,0.7875,
1969-12-01,1.907,0.79583,
1969-12-02,1.922,0.80208,
1969-12-03,1.908,0.79583,
1969-12-04,1.877,0.78333,
1969-12-05,1.852,0.77292,
1969-12-08,1.862,0.77708,
1969-12-09,1.812,0.75625,
1969-12-10,1.758,0.73333,
1969-12-11,1.767,0.7375,
1969-12-12,1.748,0.72917,
1969-12-15,1.758,0.73333,
1969-12-16,1.758,0.73333,
1969-12-17,1.733,0.72292,
1969-12-18,1.722,0.71875,
1969-12-19,1.738,0.725,
1969-12-22,1.756,0.73229,
1969-12-23,1.774,0.73958,
1969-12-24,1.799,0.75,
1969-12-29,1.824,0.76042,
1969-12-30,1.8,0.75,
1969-12-31,1.791,0.74583,
1970-01-02,1.8,0.75,
1970-01-05,1.831,0.7625,
1970-01-06,1.85,0.77083,
1970-01-07,1.825,0.76042,
1970-01-08,1.838,0.76563,
1970-01-09,1.837,0.76563,
1970-01-12,1.814,0.75625,
1970-01-13,1.829,0.7625,
1970-01-14,1.84,0.76667,
1970-01-15,1.875,0.78125,
1970-01-16,1.856,0.77292,
1970-01-19,1.87,0.77917,
1970-01-20,1.887,0.78646,
1970-01-21,1.866,0.77708,
1970-01-22,1.869,0.77813,
1970-01-23,1.878,0.78229,
1970-01-26,1.896,0.78958,
1970-01-27,1.881,0.78333,
1970-01-28,1.869,0.77813,
1970-01-29,1.921,0.8,
1970-01-30,1.912,0.79583,
1970-02-02,1.894,0.78854,
1970-02-03,1.9,0.79063,
1970-02-04,1.923,0.8,
1970-02-05,1.902,0.79167,
1970-02-06,1.898,0.78958,
1970-02-09,1.907,0.79375,
1970-02-10,1.908,0.79375,
1970-02-11,1.893,0.7875,
1970-02-12,1.89,0.78646,
1970-02-13,1.897,0.78958,
1970-02-16,1.901,0.79063,
1970-02-17,1.885,0.78333,
1970-02-18,1.866,0.775,
1970-02-19,1.885,0.78333,
1970-02-20,1.877,0.78021,
1970-02-23,1.882,0.78229,
1970-02-24,1.882,0.78229,
1970-02-25,1.87,0.77708,
1970-02-26,1.875,0.77917,
1970-02-27,1.899,0.78854,
1970-03-02,1.891,0.78542,
1970-03-03,1.901,0.78958,
1970-03-04,1.897,0.7875,
1970-03-05,1.928,0.80104,
1970-03-06,1.902,0.79063,
1970-03-09,1.888,0.78542,
1970-03-10,1.885,0.78333,
1970-03-11,1.89,0.78542,
1970-03-12,1.88,0.78125,
1970-03-13,1.87,0.77708,
1970-03-16,1.874,0.77917,
1970-03-17,1.864,0.775,
1970-03-18,1.857,0.77188,
1970-03-19,1.881,0.78229,
1970-03-20,1.869,0.77708,
1970-03-23,1.864,0.775,
1970-03-24,1.856,0.77188,
1970-03-25,1.859,0.77292,
1970-03-26,1.875,0.77917,
1970-03-31,1.878,0.78021,
1970-04-01,1.876,0.77917,
1970-04-02,1.89,0.78542,
1970-04-03,1.878,0.78021,
1970-04-06,1.872,0.77813,
1970-04-07,1.859,0.77292,
1970-04-08,1.858,0.77188,
1970-04-09,1.857,0.77188,
1970-04-10,1.844,0.76667,
1970-04-13,1.855,0.77083,
1970-04-14,1.865,0.775,
1970-04-15,1.855,0.77083,
1970-04-16,1.855,0.77083,
1970-04-17,1.865,0.775,
1970-04-20,1.865,0.775,
1970-04-21,1.86,0.77292,
1970-04-22,1.863,0.77396,
1970-04-23,1.855,0.77083,
1970-04-24,1.85,0.76875,
1970-04-27,1.837,0.76354,
1970-04-28,1.804,0.75,
1970-04-29,1.749,0.72708,
1970-04-30,1.724,0.71667,
1970-05-01,1.734,0.72083,
1970-05-04,1.734,0.72083,
1970-05-05,1.653,0.6875,
1970-05-06,1.729,0.71875,
1970-05-07,1.699,0.70625,
1970-05-08,1.729,0.71875,
1970-05-11,1.749,0.72708,
1970-05-12,1.754,0.72917,
1970-05-13,1.719,0.71458,
1970-05-14,1.679,0.69792,
1970-05-15,1.684,0.7,
1970-05-18,1.703,0.70833,
1970-05-19,1.69,0.70313,
1970-05-20,1.678,0.69792,
1970-05-21,1.641,0.68333,
1970-05-22,1.623,0.67604,
1970-05-26,1.568,0.65313,
1970-05-27,1.596,0.66458,
1970-05-28,1.627,0.67708,
1970-05-29,1.631,0.67917,
1970-06-01,1.652,0.68854,
1970-06-02,1.609,0.67083,
1970-06-03,1.622,0.67604,
1970-06-04,1.644,0.68542,
1970-06-05,1.644,0.68542,
1970-06-08,1.645,0.68542,
1970-06-09,1.67,0.69583,
1970-06-10,1.685,0.70208,
1970-06-11,1.646,0.68646,
1970-06-12,1.629,0.67917,
1970-06-15,1.63,0.68021,
1970-06-16,1.639,0.68438,
1970-06-17,1.658,0.69167,
1970-06-18,1.633,0.68125,
1970-06-19,1.653,0.68854,
1970-06-22,1.641,0.68438,
1970-06-23,1.65,0.68854,
1970-06-24,1.636,0.68229,
1970-06-25,1.629,0.68021,
1970-06-26,1.627,0.67917,
1970-06-29,1.625,0.67813,
1970-06-30,1.607,0.67083,
1970-07-01,1.624,0.67813,
1970-07-02,1.639,0.68438,
1970-07-03,1.623,0.67813,
1970-07-06,1.624,0.67865,
1970-07-07,1.596,0.66771,
1970-07-08,1.622,0.67813,
1970-07-09,1.622,0.67813,
1970-07-10,1.624,0.67917,
1970-07-13,1.619,0.67708,
1970-07-14,1.638,0.68542,
1970-07-15,1.656,0.69271,
1970-07-16,1.685,0.70521,
1970-07-17,1.658,0.69375,
1970-07-20,1.692,0.70833,
1970-07-21,1.724,0.72188,
1970-07-22,1.739,0.72813,
1970-07-23,1.729,0.72396,
1970-07-24,1.722,0.72083,
1970-07-27,1.734,0.72604,
1970-07-28,1.777,0.74375,
1970-07-29,1.783,0.74583,
1970-07-30,1.768,0.73958,
1970-07-31,1.768,0.73958,
1970-08-03,1.783,0.74583,
1970-08-04,1.761,0.73646,
1970-08-05,1.776,0.74271,
1970-08-06,1.748,0.73125,
1970-08-07,1.736,0.72604,
1970-08-10,1.758,0.73542,
1970-08-11,1.727,0.72292,
1970-08-12,1.743,0.72917,
1970-08-13,1.765,0.73854,
1970-08-14,1.757,0.73542,
1970-08-17,1.786,0.74792,
1970-08-18,1.814,0.75938,
1970-08-19,1.839,0.76979,
1970-08-20,1.818,0.76146,
1970-08-21,1.81,0.75833,
1970-08-24,1.841,0.77188,
1970-08-25,1.855,0.77813,
1970-08-26,1.865,0.78229,
1970-08-27,1.843,0.77292,
1970-08-28,1.837,0.77083,
1970-09-01,1.847,0.775,
1970-09-02,1.839,0.77188,
1970-09-03,1.842,0.76042,
1970-09-04,1.849,0.77604,
1970-09-07,1.846,0.775,
1970-09-08,1.846,0.775,
1970-09-09,1.868,0.78333,
1970-09-10,1.852,0.77604,
1970-09-11,1.843,0.77292,
1970-09-14,1.843,0.77292,
1970-09-15,1.813,0.76042,
1970-09-16,1.79,0.75,
1970-09-17,1.807,0.75729,
1970-09-18,1.779,0.74583,
1970-09-21,1.772,0.74271,
1970-09-22,1.78,0.74583,
1970-09-23,1.78,0.74583,
1970-09-24,1.769,0.74167,
1970-09-25,1.73,0.725,
1970-09-28,1.758,0.73646,
1970-09-29,1.745,0.73125,
1970-09-30,1.701,0.7125,
1970-10-01,1.72,0.72083,
1970-10-02,1.73,0.725,
1970-10-05,1.73,0.725,
1970-10-06,1.706,0.7151,
1970-10-07,1.748,0.73229,
1970-10-08,1.765,0.73958,
1970-10-09,1.745,0.73125,
1970-10-12,1.745,0.73125,
1970-10-13,1.745,0.73125,
1970-10-14,1.718,0.71979,
1970-10-15,1.744,0.73021,
1970-10-16,1.747,0.73229,
1970-10-19,1.738,0.72813,
1970-10-20,1.717,0.71927,
1970-10-21,1.732,0.725,
1970-10-22,1.728,0.72396,
1970-10-23,1.731,0.725,
1970-10-26,1.791,0.75,
1970-10-27,1.799,0.75313,
1970-10-28,1.792,0.75,
1970-10-29,1.767,0.73958,
1970-10-30,1.783,0.74583,
1970-11-02,1.795,0.75104,
1970-11-03,1.781,0.74479,
1970-11-04,1.792,0.74896,
1970-11-05,1.814,0.75833,
1970-11-06,1.789,0.74792,
1970-11-09,1.786,0.74688,
1970-11-10,1.824,0.76354,
1970-11-11,1.79,0.74896,
1970-11-12,1.807,0.75625,
1970-11-13,1.779,0.74479,
1970-11-16,1.777,0.74375,
1970-11-17,1.791,0.74896,
1970-11-18,1.771,0.74063,
1970-11-19,1.76,0.73646,
1970-11-20,1.744,0.72969,
1970-11-23,1.755,0.73438,
1970-11-24,1.723,0.72083,
1970-11-25,1.663,0.69583,
1970-11-26,1.68,0.70313,
1970-11-27,1.661,0.69479,
1970-11-30,1.653,0.69167,
1970-12-01,1.607,0.67292,
1970-12-02,1.651,0.69115,
1970-12-03,1.641,0.68698,
1970-12-04,1.651,0.69115,
1970-12-07,1.64,0.68646,
1970-12-08,1.628,0.68125,
1970-12-09,1.596,0.66771,
1970-12-10,1.579,0.66094,
1970-12-11,1.604,0.67135,
1970-12-14,1.628,0.68125,
1970-12-15,1.638,0.68542,
1970-12-16,1.613,0.675,
1970-12-17,1.593,0.66667,
1970-12-18,1.648,0.68958,
1970-12-21,1.651,0.69063,
1970-12-22,1.667,0.69688,
1970-12-23,1.63,0.68125,
1970-12-24,1.641,0.68542,
1970-12-28,1.64,0.68542,
1970-12-29,1.651,0.68958,
1970-12-30,1.636,0.68333,
1970-12-31,1.633,0.68229,
1971-01-04,1.653,0.69063,
1971-01-05,1.652,0.6901,
1971-01-06,1.647,0.6875,
1971-01-07,1.69,0.70521,
1971-01-08,1.691,0.70521,
1971-01-11,1.709,0.7125,
1971-01-12,1.697,0.70729,
1971-01-13,1.701,0.70833,
1971-01-14,1.684,0.7,
1971-01-15,1.681,0.69792,
1971-01-18,1.629,0.67708,
1971-01-19,1.591,0.66146,
1971-01-20,1.58,0.65625,
1971-01-21,1.576,0.65417,
1971-01-22,1.562,0.64792,
1971-01-25,1.586,0.65729,
1971-01-26,1.614,0.66771,
1971-01-27,1.563,0.64688,
1971-01-28,1.586,0.65625,
1971-01-29,1.593,0.65938,
1971-02-01,1.594,0.65938,
1971-02-02,1.609,0.66563,
1971-02-03,1.62,0.66979,
1971-02-04,1.617,0.66875,
1971-02-05,1.605,0.66458,
1971-02-08,1.613,0.66771,
1971-02-09,1.581,0.65417,
1971-02-10,1.578,0.65313,
1971-02-11,1.594,0.66,
1971-02-12,1.59,0.658,
1971-02-15,1.584,0.655,
1971-02-16,1.584,0.655,
1971-02-17,1.592,0.658,
1971-02-18,1.596,0.66,
1971-02-19,1.601,0.662,
1971-02-22,1.604,0.663,
1971-02-23,1.597,0.66,
1971-02-24,1.588,0.655,
1971-02-25,1.575,0.651,
1971-02-26,1.587,0.657,
1971-03-01,1.599,0.662,
1971-03-02,1.628,0.673,
1971-03-03,1.614,0.667,
1971-03-04,1.615,0.668,
1971-03-05,1.637,0.677,
1971-03-08,1.657,0.685,
1971-03-09,1.662,0.687,
1971-03-10,1.667,0.689,
1971-03-11,1.661,0.687,
1971-03-12,1.657,0.685,
1971-03-15,1.657,0.685,
1971-03-16,1.678,0.694,
1971-03-17,1.676,0.693,
1971-03-18,1.672,0.691,
1971-03-19,1.669,0.69,
1971-03-22,1.672,0.691,
1971-03-23,1.679,0.694,
1971-03-24,1.664,0.688,
1971-03-25,1.664,0.688,
1971-03-26,1.688,0.698,
1971-03-29,1.691,0.699,
1971-03-30,1.69,0.699,
1971-03-31,1.686,0.697,
1971-04-01,1.713,0.709,
1971-04-02,1.711,0.709,
1971-04-05,1.739,0.72,
1971-04-06,1.727,0.714,
