,Down,Stock_ID,Up
2013-10-18,-4.421768707482978,000007.XSHE,5.374149659863953
2016-08-16,-1.8276762402088709,000007.XSHE,16.97127937336814
2005-09-15,-28.91760904684975,000008.XSHE,5.815831987075917
2006-10-13,-11.666666666666663,000008.XSHE,2.9166666666666807
2007-07-24,3.3707865168539395,000008.XSHE,34.12921348314607
2007-07-30,-4.398447606727041,000008.XSHE,31.824062095730905
2008-02-21,-24.686192468619232,000008.XSHE,-5.02092050209204
2008-05-06,-12.147239263803685,000008.XSHE,-1.9631901840490757
2008-12-11,-6.666666666666683,000008.XSHE,6.021505376344074
2009-01-09,-0.2028397565923015,000008.XSHE,23.32657200811359
2009-02-16,-9.076175040518635,000008.XSHE,6.48298217179903
2009-05-20,-6.181318681318688,000008.XSHE,24.725274725274726
2009-07-15,-3.9054470709146987,000008.XSHE,11.202466598150043
2011-04-19,-8.47328244274808,000008.XSHE,0.6106870229007622
2012-03-28,-14.994934143870303,000008.XSHE,-3.24214792299898
2013-08-14,-12.830558276199818,000008.XSHE,-6.170421155729687
2005-08-02,6.07476635514018,000009.XSHE,15.887850467289713
2005-08-24,-5.668016194331991,000009.XSHE,15.78947368421051
2006-09-27,-10.514018691588788,000009.XSHE,2.5700934579439125
2006-09-28,-10.514018691588788,000009.XSHE,2.5700934579439125
2007-03-06,2.8985507246376767,000009.XSHE,46.55797101449276
2007-08-06,-6.474258970358801,000009.XSHE,4.992199687987529
2008-10-17,-15.075376884422115,000009.XSHE,6.030150753768846
2008-12-19,-19.758064516129036,000009.XSHE,8.266129032258055
2009-01-21,0.8635578583765082,000009.XSHE,63.21243523316059
2009-04-13,-14.077669902912643,000009.XSHE,6.796116504854363
2009-06-11,-3.4843205574912925,000009.XSHE,25.609756097560965
2011-11-07,-2.6865671641790967,000009.XSHE,18.80597014925374
2011-11-14,-21.75879396984924,000009.XSHE,-3.0150753768844245
2012-02-10,-9.485294117647049,000009.XSHE,4.705882352941184
2012-09-12,-12.73291925465838,000009.XSHE,-4.140786749482399
2013-01-10,-3.5754189944133943,000009.XSHE,11.731843575419004
2013-01-16,-2.505446623093676,000009.XSHE,8.93246187363836
2014-01-29,-0.8465608465608385,000009.XSHE,24.550264550264565
2014-02-17,-7.566089334548772,000009.XSHE,7.2926162260710985
2006-10-16,-15.584415584415584,000010.XSHE,2.597402597402608
2006-10-18,-16.512059369202223,000010.XSHE,2.597402597402608
2007-02-15,-1.1475409836065475,000010.XSHE,57.540983606557376
2007-04-11,4.994797086368371,000010.XSHE,50.780437044745064
2007-07-25,-1.7075773745997693,000010.XSHE,15.901814300960515
2009-01-16,-2.0833333333333353,000010.XSHE,22.048611111111118
2009-01-23,2.0833333333333353,000010.XSHE,22.048611111111118
2009-02-10,-1.0937500000000044,000010.XSHE,12.499999999999996
2009-11-18,-7.9754601226993875,000010.XSHE,6.573181419807186
2010-04-06,-21.39372822299652,000010.XSHE,6.8989547038327546
2014-09-15,-4.4499381953028365,000010.XSHE,4.697156983930788
2016-09-01,-2.7577937649880147,000010.XSHE,11.510791366906485
2005-02-24,-14.912280701754385,000011.XSHE,8.771929824561406
2007-05-25,-26.283783783783793,000011.XSHE,-5.000000000000006
2007-09-11,-17.92573623559538,000011.XSHE,8.25864276568503
2009-02-03,-1.991150442477876,000011.XSHE,16.592920353982308
2009-02-10,-11.400000000000004,000011.XSHE,6.200000000000002
2009-03-30,-1.4880952380952355,000011.XSHE,33.63095238095238
2009-04-07,-0.29411764705881877,000011.XSHE,39.264705882352935
2010-03-09,0.7414272474513471,000011.XSHE,15.106580166821141
2010-06-11,-2.6455026455026447,000011.XSHE,36.507936507936506
2011-05-06,2.0202020202020097,000011.XSHE,37.373737373737356
2012-02-23,1.1315417256011364,000011.XSHE,22.206506364922202
2013-04-19,-6.883116883116894,000011.XSHE,7.7922077922077895
2013-08-28,-1.74418604651163,000011.XSHE,8.372093023255829
2014-11-28,-6.237218813905919,000011.XSHE,8.895705521472408
2017-05-17,-3.938730853391692,000011.XSHE,18.27959055986927
2005-08-08,4.477611940298519,000012.XSHE,23.383084577114445
2005-12-16,-2.6548672566371585,000012.XSHE,20.796460176991165
2006-01-06,3.476482617586911,000012.XSHE,20.654396728016373
2006-04-03,-1.7271157167530224,000012.XSHE,143.38515374852844
2006-07-06,-28.40043525571273,000012.XSHE,-2.72034820457018
2006-11-20,-2.6378896882494094,000012.XSHE,15.467625899280579
2007-03-29,1.0854816824966076,000012.XSHE,23.27001356852105
2009-01-15,-1.9791666666666559,000012.XSHE,42.60416666666669
2009-01-23,-2.432432432432423,000012.XSHE,23.333333333333346
2012-12-19,-1.0243277848911543,000012.XSHE,17.66965428937261
2014-02-07,-5.569306930693068,000012.XSHE,4.5792079207920615
2014-02-17,-11.36094674556212,000012.XSHE,-0.11834319526626404
2014-08-04,-1.74966352624496,000012.XSHE,2.9609690444145307
2014-12-16,-7.8193832599119055,000012.XSHE,0.8810572687224622
2016-02-18,-10.364145658263324,000012.XSHE,12.791783380018654
2005-08-01,0.18018018018017562,000014.XSHE,9.909909909909917
2006-03-28,-3.9062499999999916,000014.XSHE,12.812499999999993
2006-05-08,-7.922077922077923,000014.XSHE,4.545454545454554
2006-07-11,-7.631624464192018,000014.XSHE,13.932976828214521
2006-08-24,0.15772870662460223,000014.XSHE,11.198738170347015
2006-09-21,-10.921985815602847,000014.XSHE,-0.9929078014184372
2007-03-15,-3.902953586497905,000014.XSHE,36.18143459915613
2011-03-02,-7.262021589793909,000014.XSHE,-0.2944062806673151
2013-07-18,-5.381165919282508,000014.XSHE,3.587443946188352
2014-07-10,-0.09587727708532963,000014.XSHE,10.54650047938638
2014-07-21,-2.214022140221392,000014.XSHE,7.380073800738018
2015-03-18,7.473749227918455,000014.XSHE,54.53983940704138
2016-04-05,-2.104155707522354,000014.XSHE,15.623356128353494
2005-09-15,-13.06413301662708,000016.XSHE,0.23752969121138612
2008-07-28,-27.79043280182232,000016.XSHE,-2.5056947608200177
2009-10-27,6.586826347305405,000016.XSHE,46.30738522954094
2010-03-30,-24.039653035935558,000016.XSHE,-1.363073110285013
2010-07-29,-1.486988847583643,000016.XSHE,5.20446096654276
2010-08-09,-6.306306306306296,000016.XSHE,1.9819819819819877
2011-10-13,-8.148148148148143,000016.XSHE,0.987654320987651
2012-02-16,-0.6024096385542284,000016.XSHE,15.060240963855412
2012-03-06,-18.58638743455497,000016.XSHE,-0.5235602094240821
2013-01-22,-9.358288770053473,000016.XSHE,1.8716577540106878
2013-05-03,-6.267806267806256,000016.XSHE,0.854700854700864
2013-08-06,-7.8590785907858995,000016.XSHE,-2.7100271002709984
2014-07-29,-3.7422037422037304,000016.XSHE,7.484407484407499
2014-11-06,1.342281879194635,000016.XSHE,8.72483221476512
2015-01-29,-2.368421052631571,000016.XSHE,32.105263157894726
2015-05-28,-55.401908655553015,000016.XSHE,25.70833333333333
2016-03-08,-12.701252236135957,000016.XSHE,0.7155635062611813
2016-08-17,-11.254612546125466,000016.XSHE,0.3690036900369089
2005-11-18,-12.785388127853889,000017.XSHE,1.3698630136986414
2006-01-06,-5.188679245283035,000017.XSHE,3.3018867924528363
2006-10-16,-17.610062893081768,000017.XSHE,-2.8301886792452953
2011-02-09,-1.6666666666666805,000017.XSHE,8.518518518518517
2011-02-14,-2.029520295202958,000017.XSHE,8.118081180811815
2011-04-18,-17.93313069908814,000017.XSHE,-1.5197568389057698
2011-07-06,-3.98481973434535,000017.XSHE,3.6053130929791353
2012-02-29,-9.401709401709391,000017.XSHE,3.4188034188034218
2012-03-02,-16.524216524216513,000017.XSHE,3.4188034188034218
2012-09-07,-3.6144578313252915,000017.XSHE,13.855421686746988
2014-07-08,-3.03030303030304,000017.XSHE,5.218855218855212
2016-10-20,-0.8888888888888857,000017.XSHE,8.533333333333342
2006-05-11,-4.908779432223249,000018.XSHE,7.40873618536443
2006-08-30,-2.691511387163556,000018.XSHE,9.109730848861277
2007-01-18,-1.6666666666666545,000018.XSHE,14.833333333333332
2007-04-23,-3.02171860245515,000018.XSHE,16.90273843248348
2008-03-07,-11.862396204033212,000018.XSHE,6.049822064056952
2009-02-09,0.43859649122807076,000018.XSHE,16.666666666666668
2009-03-25,3.773584905660382,000018.XSHE,26.98113207547171
2009-11-11,1.5819209039548139,000018.XSHE,18.418079096045208
2009-11-18,-10.214504596527064,000018.XSHE,7.048008171603683
2010-01-18,-6.753812636165558,000018.XSHE,2.3965141612200562
2010-07-22,0.795755968169751,000018.XSHE,20.159151193633953
2011-07-08,-2.90620871862616,000018.XSHE,7.79392338177015
2011-07-15,-14.192708333333334,000018.XSHE,6.250000000000008
2012-02-02,4.960317460317476,000018.XSHE,36.706349206349216
2013-03-20,-3.3057851239669658,000018.XSHE,1.416765053128671
2013-08-29,-2.4801587301587293,000018.XSHE,5.357142857142856
2005-02-28,-20.180180180180184,000019.XSHE,0.5405405405405408
2005-08-10,3.2183908045977274,000019.XSHE,26.666666666666682
2005-08-25,-7.2727272727272805,000019.XSHE,2.9090909090909034
2005-09-16,-9.35251798561151,000019.XSHE,1.7985611510791415
2006-01-05,0.4132231404958766,000019.XSHE,8.264462809917365
2007-01-18,-4.59940652818992,000019.XSHE,14.540059347181005
2007-03-15,0.7177033492822954,000019.XSHE,13.038277511961713
2007-04-12,-3.809523809523803,000019.XSHE,143.0687830687831
2008-12-04,-2.6768642447418807,000019.XSHE,34.225621414913945
2010-04-09,-7.4336283185840735,000019.XSHE,18.761061946902643
2015-02-13,1.393728222996518,000019.XSHE,27.642276422764233
2006-01-18,-9.062500000000009,000020.XSHE,4.06249999999999
2007-08-13,0.15151515151516176,000020.XSHE,21.969696969696987
2007-08-23,-5.43933054393305,000020.XSHE,12.273361227336133
2009-07-15,-11.949685534591197,000020.XSHE,-2.389937106918244
2009-11-13,1.6455696202531518,000020.XSHE,65.94936708860757
2011-03-01,-1.1689691817215666,000020.XSHE,5.419766206163653
2012-02-06,-3.6184210526315748,000020.XSHE,14.638157894736835
2013-01-09,-1.740506329113929,000020.XSHE,8.702531645569616
2013-09-24,-7.780979827089338,000020.XSHE,1.8731988472622463
2014-02-18,-6.104651162790697,000020.XSHE,21.22093023255814
2015-05-13,1.0119047619047508,000020.XSHE,41.964285714285715
2005-07-22,-1.1392405063291362,000021.XSHE,13.924050632911378
2006-06-28,-8.304498269896191,000021.XSHE,3.9215686274509913
2007-04-11,-0.8620689655172584,000021.XSHE,25.331564986737376
2007-08-21,-7.224118316268477,000021.XSHE,5.2332195676905595
2008-01-03,-7.800224466891137,000021.XSHE,7.295173961840638
2008-07-30,-31.73333333333333,000021.XSHE,-5.0666666666666496
2009-05-21,4.081632653061223,000021.XSHE,36.394557823129254
2009-06-05,-7.42285237698083,000021.XSHE,0.33361134278564775
2012-02-24,-0.8143322475569951,000021.XSHE,8.469055374592845
2012-12-27,0.4385964912280869,000021.XSHE,7.4561403508772175
2013-05-30,-20.336498344764394,000021.XSHE,8.02919708029196
2013-08-08,-4.301075268817202,000021.XSHE,12.365591397849458
2013-10-11,-17.14285714285714,000021.XSHE,-1.1111111111110916
2015-10-12,4.853273137697525,000021.XSHE,36.56884875846504
2016-03-29,-5.054945054945032,000021.XSHE,3.8461538461538463
2017-08-31,-1.847826086956521,000021.XSHE,3.695652173913042
2006-12-14,3.533123028391162,000022.XSHE,20.63091482649843
2008-10-08,-25.28000000000001,000022.XSHE,-5.599999999999998
2012-03-06,-13.401109057301314,000022.XSHE,3.3271719038816956
2012-12-21,1.4432989690721736,000022.XSHE,14.329896907216519
2014-02-11,-10.095846645367418,000022.XSHE,3.0031948881789066
2006-02-07,3.3159211519547878,000023.XSHE,15.588254327463222
2006-09-22,-12.927756653992386,000023.XSHE,-2.281368821292775
2006-11-29,-9.533073929961084,000023.XSHE,3.1128404669260754
2009-01-23,1.8475750577367258,000023.XSHE,56.812933025404156
2009-02-12,-0.39215686274509004,000023.XSHE,33.13725490196078
2012-02-20,-0.9508716323296313,000023.XSHE,7.765451664025361
2012-12-19,-3.120124804992201,000023.XSHE,12.012480499219956
2013-07-29,-0.7299270072992663,000023.XSHE,9.92700729927008
2013-09-03,-3.6458333333333197,000023.XSHE,4.687499999999997
2005-08-05,1.423487544483972,000025.XSHE,36.65480427046261
2006-01-18,-6.1643835616438265,000025.XSHE,4.79452054794521
2006-02-07,-1.360544217687076,000025.XSHE,14.62585034013606
2006-02-27,-7.1428571428571495,000025.XSHE,9.415584415584416
2006-02-28,-7.1428571428571495,000025.XSHE,9.415584415584416
2006-08-30,-2.1333333333333355,000025.XSHE,8.266666666666657
2006-09-15,-4.207920792079206,000025.XSHE,8.415841584158413
2007-01-29,-9.871244635193133,000025.XSHE,27.467811158798288
2009-03-31,0.968992248062012,000025.XSHE,21.317829457364333
2010-03-23,-3.6065573770491763,000025.XSHE,17.45901639344263
2010-07-23,-0.881488736532827,000025.XSHE,14.299706170421144
2012-03-02,-9.212481426448738,000025.XSHE,3.8632986627043056
2013-09-24,-4.113475177304965,000025.XSHE,8.22695035460993
2006-08-30,-0.1692047377326548,000026.XSHE,11.336717428087978
2007-01-17,1.6830294530154362,000026.XSHE,34.08134642356242
2009-01-15,-3.2312925170067937,000026.XSHE,39.96598639455783
2009-03-24,-5.402010050251254,000026.XSHE,8.291457286432165
2009-12-30,-5.91439688715954,000026.XSHE,8.171206225680933
2010-03-31,2.3205221174764423,000026.XSHE,19.289340101522846
2010-08-05,0.36363636363638396,000026.XSHE,9.018181818181821
2010-11-16,-5.239436619718304,000026.XSHE,7.9436619718309815
2011-04-22,-8.64672289081669,000026.XSHE,4.681869998883844
2013-09-03,-6.143790849673211,000026.XSHE,-1.5686274509803941
2014-07-03,-1.7031630170316325,000026.XSHE,7.907542579075402
2016-07-08,-7.731092436974796,000026.XSHE,2.605042016806726
2016-09-09,-4.400606980273148,000026.XSHE,6.828528072837632
2005-02-25,-11.473272490221646,000027.XSHE,3.9113428943937336
2005-11-29,0.0,000027.XSHE,5.546751188589544
2005-12-07,0.944881889763778,000027.XSHE,12.598425196850386
2005-12-22,-0.7507507507507432,000027.XSHE,10.660660660660655
2006-01-11,-5.349794238683136,000027.XSHE,9.876543209876544
2006-01-12,-5.349794238683136,000027.XSHE,10.42524005486969
2006-01-20,-6.377204884667573,000027.XSHE,10.990502035278153
2007-12-12,-2.146690518783541,000027.XSHE,15.518783542039358
2009-11-04,-1.739788199697424,000027.XSHE,8.093797276853248
2011-10-31,0.0,000027.XSHE,5.109489051094898
2012-06-19,-10.130246020260495,000027.XSHE,-0.43415340086831344
2014-11-26,0.5780346820809189,000027.XSHE,37.10982658959536
2015-01-07,-16.86340640809443,000027.XSHE,-4.047217537942655
2015-04-27,-12.573673870333993,000027.XSHE,26.129666011787826
2005-08-09,-1.7621145374449414,000028.XSHE,10.352422907488974
2005-09-20,-7.753479125248515,000028.XSHE,2.186878727634189
2006-05-16,-9.375000000000009,000028.XSHE,5.263157894736847
2006-05-19,-13.77151799687012,000028.XSHE,0.15649452269171008
2007-01-12,-0.999999999999996,000028.XSHE,18.555555555555564
2008-02-19,-18.609406952965237,000028.XSHE,-1.0633946830265883
2008-12-10,-1.3513513513513682,000028.XSHE,15.743243243243219
2008-12-11,-1.3513513513513682,000028.XSHE,15.743243243243219
2010-09-13,-15.940881499076282,000028.XSHE,0.0263921879123676
2010-11-11,-13.560209424083775,000028.XSHE,1.1780104712041684
2010-11-24,-16.623036649214672,000028.XSHE,1.1780104712041684
2012-05-11,0.6581653640477177,000028.XSHE,14.520773344302759
2012-09-11,-4.562410329985658,000028.XSHE,0.7173601147776212
2013-01-17,-6.013986013985998,000028.XSHE,2.1818181818181865
2014-01-08,-5.4979253112033195,000028.XSHE,12.614107883817427
2014-06-16,-4.0678812078862165,000028.XSHE,7.686548540054888
2005-08-05,1.587301587301594,000029.XSHE,20.105820105820122
2005-11-21,-15.584415584415593,000029.XSHE,-0.6493506493506449
2005-12-30,4.820303799511116,000029.XSHE,23.594089554647443
2006-07-12,-12.558139534883725,000029.XSHE,4.186046511627922
2007-05-22,-26.738491674828595,000029.XSHE,12.242899118511275
2008-07-14,-17.937219730941692,000029.XSHE,0.44843049327355994
2008-07-24,-33.6322869955157,000029.XSHE,0.44843049327355994
2009-01-22,-0.6825938566552858,000029.XSHE,32.081911262798634
2009-04-01,-2.8795811518324546,000029.XSHE,10.471204188481668
2009-04-17,-7.920792079207904,000029.XSHE,27.970297029702973
2010-07-09,-7.765151515151518,000029.XSHE,14.772727272727264
2010-08-23,-11.601307189542483,000029.XSHE,-0.1633986928104565
2013-01-21,-7.328605200945633,000029.XSHE,2.8368794326240954
2013-05-29,-20.716112531969305,000029.XSHE,-0.7672634271099811
2014-02-14,-8.767123287671227,000029.XSHE,3.287671232876716
2015-12-01,-12.525389302640486,000029.XSHE,3.2498307379823994
2005-06-13,-21.7391304347826,000030.XSHE,-1.4492753623188288
2005-08-04,1.8181818181818195,000030.XSHE,43.63636363636363
2005-08-22,0.7462686567164251,000030.XSHE,50.74626865671642
2006-09-05,-1.5789473684210305,000030.XSHE,21.052631578947366
2006-09-12,0.0,000030.XSHE,46.15384615384616
2006-09-13,0.5128205128205178,000030.XSHE,46.15384615384616
2006-09-15,3.0612244897959298,000030.XSHE,52.55102040816328
2006-09-19,0.990099009900982,000030.XSHE,55.44554455445544
2006-10-18,-7.017543859649128,000030.XSHE,10.175438596491238
2009-01-14,-2.500000000000004,000030.XSHE,47.91666666666666
2012-11-07,-6.756756756756765,000030.XSHE,11.056511056511026
2013-12-16,-16.944024205748853,000030.XSHE,2.2692889561270766
2014-02-24,-6.493506493506483,000030.XSHE,12.698412698412694
2014-02-28,-12.075983717774758,000030.XSHE,5.970149253731336
2014-07-08,-3.0701754385964994,000030.XSHE,2.7777777777777812
2015-01-05,1.8934911242603634,000030.XSHE,12.189349112426056
2005-08-16,-4.106776180698153,000031.XSHE,22.792607802874763
2005-09-16,-10.869565217391312,000031.XSHE,2.675585284280922
2005-12-12,0.0,000031.XSHE,59.86398221600714
2005-12-13,5.594405594405604,000031.XSHE,59.86398221600714
2006-07-14,-22.438391699092076,000031.XSHE,4.928664072632939
2008-10-08,-14.51942740286299,000031.XSHE,13.0879345603272
2009-03-26,-4.5833333333333375,000031.XSHE,3.194444444444447
2009-05-14,-6.812652068126527,000031.XSHE,19.951338199513373
2012-05-02,-6.28930817610064,000031.XSHE,-0.4192872117400388
2013-01-21,-4.444444444444447,000031.XSHE,10.222222222222213
2013-05-23,-19.036697247706435,000031.XSHE,4.816513761467887
2014-07-22,-4.23892100192679,000031.XSHE,4.624277456647379
2015-06-11,-28.88758179777816,000031.XSHE,48.02631578947369
2005-08-10,0.3831417624521192,000032.XSHE,10.53639846743295
2007-04-06,-1.1737089201877797,000032.XSHE,28.87323943661974
2007-12-14,1.3422818791946354,000032.XSHE,21.308724832214768
2009-06-16,-1.052798720491207,000032.XSHE,5.034267326808411
2009-11-17,2.638190954773874,000032.XSHE,29.02010050251256
2010-07-22,1.1709601873536464,000032.XSHE,7.728337236533954
2011-03-04,0.10111223458038449,000032.XSHE,5.358948432760356
2012-12-26,0.6944444444444491,000032.XSHE,27.361111111111104
2013-08-21,-9.021739130434785,000032.XSHE,7.1739130434782625
2015-03-23,-0.5928853754940667,000032.XSHE,34.25559947299076
2015-05-21,-1.3424272539683857,000032.XSHE,24.54848611189366
2005-06-10,-29.585798816568044,000034.XSHE,1.1834319526627304
2006-05-23,-5.487804878048768,000034.XSHE,29.268292682926848
2006-08-31,0.5434782608695503,000034.XSHE,19.565217391304333
2007-03-12,1.7828200972447397,000034.XSHE,34.197730956239866
2007-05-16,-14.313725490196067,000034.XSHE,33.33333333333334
2008-11-14,-2.531645569620255,000034.XSHE,41.1392405063291
2008-11-19,-7.2289156626505955,000034.XSHE,34.337349397590366
2008-12-02,5.294117647058829,000034.XSHE,31.176470588235293
2011-09-05,-14.363885088919288,000034.XSHE,5.745554035567727
2012-12-19,-2.9776674937965284,000034.XSHE,11.414392059553348
2012-12-25,-0.4962779156327658,000034.XSHE,11.414392059553348
2015-02-16,-0.41379310344827924,000034.XSHE,26.896551724137925
2006-01-16,-15.062761506276164,000035.XSHE,1.6736401673640107
2006-07-10,-6.818181818181832,000035.XSHE,8.181818181818173
2006-09-19,2.1739130434782714,000035.XSHE,36.95652173913045
2007-02-28,5.107526881720428,000035.XSHE,42.204301075268816
2007-03-21,2.5917926565874754,000035.XSHE,42.980561555075596
2007-05-17,-31.614654002713706,000035.XSHE,15.875169606512877
2009-02-10,1.133144475920681,000035.XSHE,23.796033994334287
2009-07-02,-6.103286384976521,000035.XSHE,3.4428794992175376
2009-10-20,-0.8849557522124019,000035.XSHE,19.999999999999996
2010-03-03,-9.413369713506144,000035.XSHE,0.2728512960436504
2010-08-03,-3.3955857385398867,000035.XSHE,3.395585738539901
2011-04-08,-7.4037512339585385,000035.XSHE,13.030602171767015
2014-02-13,-2.181500872600349,000035.XSHE,7.068062827225119
2014-09-11,-5.390185036202735,000035.XSHE,12.550281576830255
2015-03-05,-4.204625087596354,000035.XSHE,33.70707778556411
2015-10-29,-6.133333333333333,000035.XSHE,11.400000000000006
2016-06-21,-0.8620689655172358,000035.XSHE,7.327586206896548
2017-04-07,-13.602941176470592,000035.XSHE,2.0833333333333326
2005-08-02,0.6042296072507568,000036.XSHE,22.35649546827793
2005-12-26,0.27700831024931616,000036.XSHE,37.950138504155134
2005-12-30,-0.808625336927218,000036.XSHE,57.00810375673587
2006-06-16,-3.6723163841807827,000036.XSHE,7.3446327683615795
2006-11-06,-10.540540540540542,000036.XSHE,8.64864864864864
2007-03-28,-4.582843713278502,000036.XSHE,39.247943595769684
2007-04-19,-7.909090909090915,000036.XSHE,11.909090909090912
2007-11-19,-6.82926829268293,000036.XSHE,2.4390243902439206
2008-12-05,-11.160714285714295,000036.XSHE,5.803571428571437
2009-07-09,0.7233273056057786,000036.XSHE,12.658227848101266
2009-07-14,-5.593220338983063,000036.XSHE,5.5932203389830475
2009-07-28,-15.593220338983048,000036.XSHE,5.5932203389830475
2010-02-25,-3.6682615629983975,000036.XSHE,2.8708133971291914
2010-03-08,-6.356589147286819,000036.XSHE,0.3100775193798344
2010-03-19,-4.8062015503876045,000036.XSHE,4.341085271317824
