,日期,数量,下跌数量
2584,2020-08-20,3949,1629
2585,2020-08-21,3951,2191
2586,2020-08-24,3969,2202
2587,2020-08-25,3969,1622
2588,2020-08-26,3970,746
2589,2020-08-27,3969,2943
2590,2020-08-28,3974,3023
2591,2020-08-31,3975,1610
2592,2020-09-01,3979,2378
2593,2020-09-02,3982,1929
2594,2020-09-03,3986,1218
2595,2020-09-04,3987,3305
2596,2020-09-07,3988,1126
2597,2020-09-08,3990,2611
2598,2020-09-09,3991,1227
2599,2020-09-10,3995,368
2600,2020-09-11,3998,3425
2601,2020-09-14,3999,2536
2602,2020-09-15,4000,1992
2603,2020-09-16,4004,1383
2604,2020-09-17,4008,2351
2605,2020-09-18,4010,3245
2606,2020-09-21,4015,1454
2607,2020-09-22,4019,1112
2608,2020-09-23,4021,2206
2609,2020-09-24,4025,496
2610,2020-09-25,4029,1154
2611,2020-09-28,4036,899
2612,2020-09-29,4038,2375
2613,2020-09-30,4041,1414
2614,2020-10-09,4041,3348
2615,2020-10-12,4042,3739
2616,2020-10-13,4043,2077
2617,2020-10-14,4043,1325
2618,2020-10-15,4045,1305
2619,2020-10-16,4048,2145
2620,2020-10-19,4050,1102
2621,2020-10-20,4051,3207
2622,2020-10-21,4053,949
2623,2020-10-22,4055,1970
2624,2020-10-23,4056,924
2625,2020-10-26,4059,2226
2626,2020-10-27,4060,2407
2627,2020-10-28,4061,2085
2628,2020-10-29,4065,2992
2629,2020-10-30,4067,573
2630,2020-11-02,4068,1976
2631,2020-11-03,4068,3329
2632,2020-11-04,4068,1491
2633,2020-11-05,4071,3022
2634,2020-11-06,4072,1169
2635,2020-11-09,4073,3459
2636,2020-11-10,4073,980
2637,2020-11-11,4075,1374
2638,2020-11-12,4077,1891
2639,2020-11-13,4077,2223
2640,2020-11-16,4077,2619
2641,2020-11-17,4078,1458
2642,2020-11-18,4081,2711
2643,2020-11-19,4081,2498
2644,2020-11-20,4081,2563
2645,2020-11-23,4083,2240
2646,2020-11-24,4084,1889
2647,2020-11-25,4085,800
2648,2020-11-26,4086,1740
2649,2020-11-27,4087,2061
2650,2020-11-30,4087,1739
2651,2020-12-01,4088,3578
2652,2020-12-02,4092,2143
2653,2020-12-03,4094,1907
2654,2020-12-04,4096,2221
2655,2020-12-07,4100,1312
2656,2020-12-08,4102,1667
2657,2020-12-09,4102,667
2658,2020-12-10,4103,2312
2659,2020-12-11,4106,821
2660,2020-12-14,4107,2815
2661,2020-12-15,4110,2073
2662,2020-12-16,4112,1134
2663,2020-12-17,4111,3121
2664,2020-12-18,4114,1591
2665,2020-12-21,4116,2954
2666,2020-12-22,4120,788
2667,2020-12-23,4122,2328
2668,2020-12-24,4126,881
2669,2020-12-25,4130,3094
2670,2020-12-28,4133,1215
2671,2020-12-29,4134,2259
2672,2020-12-30,4137,2528
2673,2020-12-31,4140,3297
2674,2021-01-04,4141,2953
2675,2021-01-05,4141,1990
2676,2021-01-06,4144,1196
2677,2021-01-07,4147,886
2678,2021-01-08,4147,2370
2679,2021-01-11,4148,845
2680,2021-01-12,4149,2944
2681,2021-01-13,4150,1149
2682,2021-01-14,4150,2778
2683,2021-01-15,4150,3123
2684,2021-01-18,4152,3292
2685,2021-01-19,4154,2531
2686,2021-01-20,4157,2056
2687,2021-01-21,4160,2585
2688,2021-01-22,4163,1279
2689,2021-01-25,4164,1140
2690,2021-01-26,4165,1857
2691,2021-01-27,4168,2262
2692,2021-01-28,4171,1764
2693,2021-01-29,4172,1018
2694,2021-02-01,4174,2739
2695,2021-02-02,4174,2247
2696,2021-02-03,4175,1128
2697,2021-02-04,4176,1087
2698,2021-02-05,4177,1371
2699,2021-02-08,4182,2139
2700,2021-02-09,4187,3480
2701,2021-02-10,4192,2639
2702,2021-02-18,4192,3124
2703,2021-02-19,4192,3741
2704,2021-02-22,4192,2559
2705,2021-02-23,4193,1663
2706,2021-02-24,4195,2254
2707,2021-02-25,4197,1104
2708,2021-02-26,4200,2925
2709,2021-03-01,4203,3522
2710,2021-03-02,4204,1203
2711,2021-03-03,4205,3523
2712,2021-03-04,4205,1768
2713,2021-03-05,4205,3403
2714,2021-03-08,4207,889
2715,2021-03-09,4209,729
2716,2021-03-10,4210,804
2717,2021-03-11,4212,3767
2718,2021-03-12,4213,2062
2719,2021-03-15,4213,2187
2720,2021-03-16,4214,3200
2721,2021-03-17,4214,2617
2722,2021-03-18,4215,2015
2723,2021-03-19,4216,2685
2724,2021-03-22,4218,3553
2725,2021-03-23,4219,1235
2726,2021-03-24,4221,1884
2727,2021-03-25,4223,2034
2728,2021-03-26,4226,3406
2729,2021-03-29,4230,1920
2730,2021-03-30,4232,1515
2731,2021-03-31,4234,2605
2732,2021-04-01,4236,2254
2733,2021-04-02,4237,2349
2734,2021-04-06,4241,2967
2735,2021-04-07,4242,2802
2736,2021-04-08,4244,1502
2737,2021-04-09,4248,2338
2738,2021-04-12,4252,1176
2739,2021-04-13,4255,1552
2740,2021-04-14,4255,3390
2741,2021-04-15,4259,2086
2742,2021-04-16,4260,3505
2743,2021-04-19,4263,3338
2744,2021-04-20,4267,1678
2745,2021-04-21,4272,2105
2746,2021-04-22,4273,2170
2747,2021-04-23,4273,1372
2748,2021-04-26,4276,1695
2749,2021-04-27,4279,1675
2750,2021-04-28,4282,2565
2751,2021-04-29,4285,2184
2752,2021-04-30,4287,1659
2753,2021-05-06,4290,2647
2754,2021-05-07,4291,1921
2755,2021-05-10,4292,2388
2756,2021-05-11,4295,2993
2757,2021-05-12,4298,3394
2758,2021-05-13,4302,2246
2759,2021-05-14,4302,3141
2760,2021-05-17,4304,1505
2761,2021-05-18,4307,2779
2762,2021-05-19,4308,1938
2763,2021-05-20,4310,1961
2764,2021-05-21,4312,2174
2765,2021-05-24,4313,2829
2766,2021-05-25,4317,3077
2767,2021-05-26,4319,2831
2768,2021-05-27,4320,2981
2769,2021-05-28,4325,1451
2770,2021-05-31,4325,2913
2771,2021-06-01,4326,2907
2772,2021-06-02,4328,1577
2773,2021-06-03,4330,2071
2774,2021-06-04,4330,2182
2775,2021-06-07,4334,2604
2776,2021-06-08,4336,2084
2777,2021-06-09,4338,2401
2778,2021-06-10,4339,2396
2779,2021-06-11,4341,1540
2780,2021-06-15,4344,1408
2781,2021-06-16,4347,1481
2782,2021-06-17,4350,2656
2783,2021-06-18,4354,2915
2784,2021-06-21,4355,3215
2785,2021-06-22,4357,2534
2786,2021-06-23,4360,2305
2787,2021-06-24,4361,1700
2788,2021-06-25,4364,2408
2789,2021-06-28,4367,2382
2790,2021-06-29,4368,1257
2791,2021-06-30,4373,2714
2792,2021-07-01,4374,1159
2793,2021-07-02,4375,1844
2794,2021-07-05,4377,3140
2795,2021-07-06,4380,2380
2796,2021-07-07,4384,3152
2797,2021-07-08,4386,1437
2798,2021-07-09,4389,3068
2799,2021-07-12,4390,2631
2800,2021-07-13,4392,2646
2801,2021-07-14,4392,1406
2802,2021-07-15,4394,1754
2803,2021-07-16,4396,2002
2804,2021-07-19,4397,2022
2805,2021-07-20,4400,3039
2806,2021-07-21,4398,2870
2807,2021-07-22,4402,2450
2808,2021-07-23,4403,1330
2809,2021-07-26,4406,1201
2810,2021-07-27,4407,1045
2811,2021-07-28,4410,1196
2812,2021-07-29,4413,3181
2813,2021-07-30,4416,2926
2814,2021-08-02,4418,3622
2815,2021-08-03,4419,2398
2816,2021-08-04,4422,2897
2817,2021-08-05,4426,1620
2818,2021-08-06,4427,2044
2819,2021-08-09,4427,3280
2820,2021-08-10,4428,3279
2821,2021-08-11,4431,2549
2822,2021-08-12,4434,2327
2823,2021-08-13,4437,2173
2824,2021-08-16,4440,2476
2825,2021-08-17,4442,665
2826,2021-08-18,4444,3181
2827,2021-08-19,4446,2021
2828,2021-08-20,4447,1881
2829,2021-08-23,4449,3737
2830,2021-08-24,4452,2489
2831,2021-08-25,4452,2851
2832,2021-08-26,4453,1744
2833,2021-08-27,4454,2071
2834,2021-08-30,4454,1948
2835,2021-08-31,4455,2257
2836,2021-09-01,4457,2283
2837,2021-09-02,4457,2966
2838,2021-09-03,4457,2528
2839,2021-09-06,4460,3168
2840,2021-09-07,4462,3161
2841,2021-09-08,4464,2836
2842,2021-09-09,4468,2235
2843,2021-09-10,4469,1597
2844,2021-09-13,4472,2606
2845,2021-09-14,4475,1216
2846,2021-09-15,4476,2805
2847,2021-09-16,4479,1085
2848,2021-09-17,4481,1887
2849,2021-09-22,4483,3241
2850,2021-09-23,4484,2752
2851,2021-09-24,4486,1059
2852,2021-09-27,4487,812
2853,2021-09-28,4489,2742
2854,2021-09-29,4492,766
2855,2021-09-30,4494,3592
2856,2021-10-08,4494,2969
2857,2021-10-11,4495,1997
2858,2021-10-12,4495,991
2859,2021-10-13,4496,2682
2860,2021-10-14,4497,2779
2861,2021-10-15,4499,1508
2862,2021-10-18,4502,2919
2863,2021-10-19,4505,2623
2864,2021-10-20,4508,1908
2865,2021-10-21,4511,1536
2866,2021-10-22,4511,1512
2867,2021-10-25,4514,2744
2868,2021-10-26,4517,1704
2869,2021-10-27,4522,1037
2870,2021-10-28,4524,1324
2871,2021-10-29,4525,3578
2872,2021-11-01,4527,3396
2873,2021-11-02,4529,1134
2874,2021-11-03,4530,3130
2875,2021-11-04,4530,3345
2876,2021-11-05,4530,1954
2877,2021-11-08,4530,2782
2878,2021-11-09,4530,3182
2879,2021-11-10,4533,3034
2880,2021-11-11,4535,3366
2881,2021-11-12,4538,2947
2882,2021-11-15,4540,3042
2883,2021-11-16,4540,1434
2884,2021-11-17,4540,3511
2885,2021-11-18,4540,1434
2886,2021-11-19,4540,3507
2887,2021-11-22,4540,2592
2888,2021-11-23,4540,2645
2889,2021-11-24,4540,2519
2890,2021-11-25,4540,2074
2891,2021-11-26,4540,1821
2892,2021-11-29,4540,2991
2893,2021-11-30,4540,2746
2894,2021-12-01,4540,3340
2895,2021-12-02,4540,1280
2896,2021-12-03,4540,2693
2897,2021-12-06,4540,1002
2898,2021-12-07,4540,1506
2899,2021-12-08,4540,3147
2900,2021-12-09,4540,2864
2901,2021-12-10,4540,2684
2902,2021-12-13,4540,2262
2903,2021-12-14,4540,2789
2904,2021-12-15,4540,2335
2905,2021-12-16,4540,3059
2906,2021-12-17,4540,1522
2907,2021-12-20,4540,1665
2908,2021-12-21,4540,3679
2909,2021-12-22,4540,2282
2910,2021-12-23,4540,1609
2911,2021-12-24,4540,1078
