,percent_change
2005-07-11,27.094753328112763
2005-07-12,92.89617486338798
2005-07-13,26.262626262626267
2005-07-14,44.83294483294483
2005-07-15,15.678627145085802
2005-07-18,17.628705148205928
2005-07-19,71.01787101787102
2005-07-20,65.08183943881528
2005-07-21,36.77621283255086
2005-07-22,93.17647058823529
2005-07-25,36.96682464454976
2005-07-26,95.3579858379229
2005-07-27,92.29559748427673
2005-07-28,38.95486935866984
2005-07-29,32.670906200317965
2005-08-01,63.09904153354633
2005-08-02,89.60831334932054
2005-08-03,73.80573248407643
2005-08-04,26.687847498014293
2005-08-05,96.97933227344993
2005-08-08,77.03349282296651
2005-08-09,85.26148969889064
2005-08-10,69.80982567353408
2005-08-11,70.22961203483769
2005-08-12,22.59083728278041
2005-08-15,91.44893111638956
2005-08-16,46.56126482213438
2005-08-17,79.96857816182246
2005-08-18,8.012568735271014
2005-08-19,38.775510204081634
2005-08-22,74.4313725490196
2005-08-23,22.54290171606864
2005-08-24,79.01716068642746
2005-08-25,70.11764705882354
2005-08-26,57.01960784313725
2005-08-29,31.201248049921997
2005-08-30,30.76323987538941
2005-08-31,84.65116279069768
