updateDate,code,code_name,industry,industryClassification
2021-11-15,sh.601333,广深铁路,交通运输,申万一级行业
2021-11-15,sh.601336,新华保险,非银金融,申万一级行业
2021-11-15,sh.601339,百隆东方,纺织服装,申万一级行业
2021-11-15,sh.601360,三六零,计算机,申万一级行业
2021-11-15,sh.601366,利群股份,商业贸易,申万一级行业
2021-11-15,sh.601368,绿城水务,公用事业,申万一级行业
2021-11-15,sh.601369,陕鼓动力,机械设备,申万一级行业
2021-11-15,sh.601375,中原证券,非银金融,申万一级行业
2021-11-15,sh.601377,兴业证券,非银金融,申万一级行业
2021-11-15,sh.601388,怡球资源,有色金属,申万一级行业
2021-11-15,sh.601390,中国中铁,建筑装饰,申万一级行业
2021-11-15,sh.601398,工商银行,银行,申万一级行业
2021-11-15,sh.601399,国机重装,机械设备,申万一级行业
2021-11-15,sh.601456,国联证券,非银金融,申万一级行业
2021-11-15,sh.601500,通用股份,化工,申万一级行业
2021-11-15,sh.601512,中新集团,房地产,申万一级行业
2021-11-15,sh.601515,东风股份,轻工制造,申万一级行业
2021-11-15,sh.601518,吉林高速,交通运输,申万一级行业
2021-11-15,sh.601519,大智慧,计算机,申万一级行业
2021-11-15,sh.601528,瑞丰银行,银行,申万一级行业
2021-11-15,sh.601555,东吴证券,非银金融,申万一级行业
2021-11-15,sh.601558,退市锐电,,申万一级行业
2021-11-15,sh.601566,九牧王,纺织服装,申万一级行业
2021-11-15,sh.601567,三星医疗,电气设备,申万一级行业
2021-11-15,sh.601568,北元集团,化工,申万一级行业
2021-11-15,sh.601577,长沙银行,银行,申万一级行业
2021-11-15,sh.601579,会稽山,食品饮料,申万一级行业
2021-11-15,sh.601588,北辰实业,房地产,申万一级行业
2021-11-15,sh.601595,上海电影,传媒,申万一级行业
2021-11-15,sh.601598,中国外运,交通运输,申万一级行业
2021-11-15,sh.601599,浙文影业,传媒,申万一级行业
2021-11-15,sh.601600,中国铝业,有色金属,申万一级行业
2021-11-15,sh.601601,中国太保,非银金融,申万一级行业
2021-11-15,sh.601606,长城军工,国防军工,申万一级行业
2021-11-15,sh.601607,上海医药,医药生物,申万一级行业
2021-11-15,sh.601608,中信重工,机械设备,申万一级行业
2021-11-15,sh.601609,金田铜业,有色金属,申万一级行业
2021-11-15,sh.601611,中国核建,建筑装饰,申万一级行业
2021-11-15,sh.601615,明阳智能,电气设备,申万一级行业
2021-11-15,sh.601616,广电电气,电气设备,申万一级行业
2021-11-15,sh.601618,中国中冶,建筑装饰,申万一级行业
2021-11-15,sh.601619,嘉泽新能,公用事业,申万一级行业
2021-11-15,sh.601628,中国人寿,非银金融,申万一级行业
2021-11-15,sh.601633,长城汽车,汽车,申万一级行业
2021-11-15,sh.601636,旗滨集团,建筑材料,申万一级行业
2021-11-15,sh.601658,邮储银行,银行,申万一级行业
2021-11-15,sh.601665,齐鲁银行,银行,申万一级行业
2021-11-15,sh.601666,平煤股份,采掘,申万一级行业
2021-11-15,sh.601668,中国建筑,建筑装饰,申万一级行业
2021-11-15,sh.601669,中国电建,建筑装饰,申万一级行业
2021-11-15,sh.601677,明泰铝业,有色金属,申万一级行业
2021-11-15,sh.601678,滨化股份,化工,申万一级行业
2021-11-15,sh.601686,友发集团,钢铁,申万一级行业
2021-11-15,sh.601688,华泰证券,非银金融,申万一级行业
2021-11-15,sh.601689,拓普集团,汽车,申万一级行业
2021-11-15,sh.601696,中银证券,非银金融,申万一级行业
2021-11-15,sh.601698,中国卫通,国防军工,申万一级行业
2021-11-15,sh.601699,潞安环能,采掘,申万一级行业
2021-11-15,sh.601700,风范股份,电气设备,申万一级行业
2021-11-15,sh.601702,华峰铝业,有色金属,申万一级行业
2021-11-15,sh.601717,郑煤机,汽车,申万一级行业
2021-11-15,sh.601718,际华集团,纺织服装,申万一级行业
2021-11-15,sh.601727,上海电气,电气设备,申万一级行业
2021-11-15,sh.601728,中国电信,通信,申万一级行业
2021-11-15,sh.601766,中国中车,机械设备,申万一级行业
2021-11-15,sh.601777,力帆科技,汽车,申万一级行业
2021-11-15,sh.601778,晶科科技,公用事业,申万一级行业
2021-11-15,sh.601788,光大证券,非银金融,申万一级行业
2021-11-15,sh.601789,宁波建工,建筑装饰,申万一级行业
2021-11-15,sh.601798,蓝科高新,机械设备,申万一级行业
2021-11-15,sh.601799,星宇股份,汽车,申万一级行业
2021-11-15,sh.601800,中国交建,建筑装饰,申万一级行业
2021-11-15,sh.601801,皖新传媒,传媒,申万一级行业
2021-11-15,sh.601808,中海油服,采掘,申万一级行业
2021-11-15,sh.601811,新华文轩,传媒,申万一级行业
2021-11-15,sh.601816,京沪高铁,交通运输,申万一级行业
2021-11-15,sh.601818,光大银行,银行,申万一级行业
2021-11-15,sh.601825,沪农商行,银行,申万一级行业
2021-11-15,sh.601827,三峰环境,公用事业,申万一级行业
2021-11-15,sh.601828,美凯龙,商业贸易,申万一级行业
2021-11-15,sh.601838,成都银行,银行,申万一级行业
2021-11-15,sh.601857,中国石油,采掘,申万一级行业
2021-11-15,sh.601858,中国科传,传媒,申万一级行业
2021-11-15,sh.601860,紫金银行,银行,申万一级行业
2021-11-15,sh.601865,福莱特,建筑材料,申万一级行业
2021-11-15,sh.601866,中远海发,交通运输,申万一级行业
2021-11-15,sh.601868,中国能建,建筑装饰,申万一级行业
2021-11-15,sh.601869,长飞光纤,通信,申万一级行业
2021-11-15,sh.601872,招商轮船,交通运输,申万一级行业
2021-11-15,sh.601877,正泰电器,电气设备,申万一级行业
2021-11-15,sh.601878,浙商证券,非银金融,申万一级行业
2021-11-15,sh.601880,辽港股份,交通运输,申万一级行业
2021-11-15,sh.601881,中国银河,非银金融,申万一级行业
2021-11-15,sh.601882,海天精工,机械设备,申万一级行业
2021-11-15,sh.601886,江河集团,建筑装饰,申万一级行业
2021-11-15,sh.601888,中国中免,休闲服务,申万一级行业
2021-11-15,sh.601890,亚星锚链,国防军工,申万一级行业
2021-11-15,sh.601898,中煤能源,采掘,申万一级行业
2021-11-15,sh.601899,紫金矿业,有色金属,申万一级行业
2021-11-15,sh.601900,南方传媒,传媒,申万一级行业
2021-11-15,sh.601901,方正证券,非银金融,申万一级行业
2021-11-15,sh.601908,京运通,电气设备,申万一级行业
2021-11-15,sh.601916,浙商银行,银行,申万一级行业
2021-11-15,sh.601918,新集能源,采掘,申万一级行业
2021-11-15,sh.601919,中远海控,交通运输,申万一级行业
2021-11-15,sh.601921,浙版传媒,传媒,申万一级行业
2021-11-15,sh.601928,凤凰传媒,传媒,申万一级行业
2021-11-15,sh.601929,吉视传媒,传媒,申万一级行业
2021-11-15,sh.601933,永辉超市,商业贸易,申万一级行业
2021-11-15,sh.601939,建设银行,银行,申万一级行业
2021-11-15,sh.601949,中国出版,传媒,申万一级行业
2021-11-15,sh.601952,苏垦农发,农林牧渔,申万一级行业
2021-11-15,sh.601956,东贝集团,家用电器,申万一级行业
2021-11-15,sh.601958,金钼股份,有色金属,申万一级行业
2021-11-15,sh.601963,重庆银行,银行,申万一级行业
2021-11-15,sh.601965,中国汽研,汽车,申万一级行业
2021-11-15,sh.601966,玲珑轮胎,化工,申万一级行业
2021-11-15,sh.601968,宝钢包装,轻工制造,申万一级行业
2021-11-15,sh.601969,海南矿业,采掘,申万一级行业
2021-11-15,sh.601975,招商南油,交通运输,申万一级行业
2021-11-15,sh.601985,中国核电,公用事业,申万一级行业
2021-11-15,sh.601988,中国银行,银行,申万一级行业
2021-11-15,sh.601989,中国重工,国防军工,申万一级行业
2021-11-15,sh.601990,南京证券,非银金融,申万一级行业
2021-11-15,sh.601991,大唐发电,公用事业,申万一级行业
2021-11-15,sh.601992,金隅集团,建筑材料,申万一级行业
2021-11-15,sh.601995,中金公司,非银金融,申万一级行业
2021-11-15,sh.601996,丰林集团,轻工制造,申万一级行业
2021-11-15,sh.601997,贵阳银行,银行,申万一级行业
2021-11-15,sh.601998,中信银行,银行,申万一级行业
2021-11-15,sh.601999,出版传媒,传媒,申万一级行业
2021-11-15,sh.603000,人民网,传媒,申万一级行业
2021-11-15,sh.603001,奥康国际,纺织服装,申万一级行业
2021-11-15,sh.603002,宏昌电子,化工,申万一级行业
2021-11-15,sh.603003,龙宇燃油,有色金属,申万一级行业
2021-11-15,sh.603005,晶方科技,电子,申万一级行业
2021-11-15,sh.603006,联明股份,汽车,申万一级行业
2021-11-15,sh.603007,ST花王,建筑装饰,申万一级行业
2021-11-15,sh.603008,喜临门,轻工制造,申万一级行业
2021-11-15,sh.603009,北特科技,汽车,申万一级行业
2021-11-15,sh.603010,万盛股份,化工,申万一级行业
2021-11-15,sh.603011,合锻智能,机械设备,申万一级行业
2021-11-15,sh.603012,创力集团,机械设备,申万一级行业
2021-11-15,sh.603013,亚普股份,汽车,申万一级行业
2021-11-15,sh.603015,弘讯科技,电气设备,申万一级行业
2021-11-15,sh.603016,新宏泰,电气设备,申万一级行业
2021-11-15,sh.603017,中衡设计,建筑装饰,申万一级行业
2021-11-15,sh.603018,华设集团,建筑装饰,申万一级行业
2021-11-15,sh.603019,中科曙光,计算机,申万一级行业
2021-11-15,sh.603020,爱普股份,食品饮料,申万一级行业
2021-11-15,sh.603021,山东华鹏,轻工制造,申万一级行业
2021-11-15,sh.603022,新通联,轻工制造,申万一级行业
2021-11-15,sh.603023,威帝股份,汽车,申万一级行业
2021-11-15,sh.603025,大豪科技,电气设备,申万一级行业
2021-11-15,sh.603026,石大胜华,化工,申万一级行业
2021-11-15,sh.603027,千禾味业,食品饮料,申万一级行业
2021-11-15,sh.603028,赛福天,机械设备,申万一级行业
2021-11-15,sh.603029,天鹅股份,机械设备,申万一级行业
2021-11-15,sh.603030,全筑股份,建筑装饰,申万一级行业
2021-11-15,sh.603031,安德利,商业贸易,申万一级行业
2021-11-15,sh.603032,*ST德新,交通运输,申万一级行业
2021-11-15,sh.603033,三维股份,化工,申万一级行业
2021-11-15,sh.603035,常熟汽饰,汽车,申万一级行业
2021-11-15,sh.603036,如通股份,机械设备,申万一级行业
2021-11-15,sh.603037,凯众股份,汽车,申万一级行业
2021-11-15,sh.603038,华立股份,建筑材料,申万一级行业
2021-11-15,sh.603039,泛微网络,计算机,申万一级行业
2021-11-15,sh.603040,新坐标,汽车,申万一级行业
2021-11-15,sh.603041,美思德,化工,申万一级行业
2021-11-15,sh.603042,华脉科技,通信,申万一级行业
2021-11-15,sh.603043,广州酒家,食品饮料,申万一级行业
2021-11-15,sh.603045,福达合金,有色金属,申万一级行业
2021-11-15,sh.603050,科林电气,电气设备,申万一级行业
2021-11-15,sh.603053,成都燃气,公用事业,申万一级行业
2021-11-15,sh.603055,台华新材,纺织服装,申万一级行业
2021-11-15,sh.603056,德邦股份,交通运输,申万一级行业
2021-11-15,sh.603058,永吉股份,轻工制造,申万一级行业
2021-11-15,sh.603059,倍加洁,轻工制造,申万一级行业
2021-11-15,sh.603060,国检集团,综合,申万一级行业
2021-11-15,sh.603063,禾望电气,电气设备,申万一级行业
2021-11-15,sh.603066,音飞储存,交通运输,申万一级行业
2021-11-15,sh.603067,振华股份,化工,申万一级行业
2021-11-15,sh.603068,博通集成,电子,申万一级行业
2021-11-15,sh.603069,海汽集团,交通运输,申万一级行业
2021-11-15,sh.603076,乐惠国际,机械设备,申万一级行业
2021-11-15,sh.603077,和邦生物,化工,申万一级行业
2021-11-15,sh.603078,江化微,化工,申万一级行业
2021-11-15,sh.603079,圣达生物,医药生物,申万一级行业
2021-11-15,sh.603080,新疆火炬,公用事业,申万一级行业
2021-11-15,sh.603081,大丰实业,建筑装饰,申万一级行业
2021-11-15,sh.603083,剑桥科技,通信,申万一级行业
2021-11-15,sh.603085,天成自控,汽车,申万一级行业
2021-11-15,sh.603086,先达股份,化工,申万一级行业
2021-11-15,sh.603087,甘李药业,医药生物,申万一级行业
2021-11-15,sh.603088,宁波精达,机械设备,申万一级行业
2021-11-15,sh.603089,正裕工业,汽车,申万一级行业
2021-11-15,sh.603090,宏盛股份,机械设备,申万一级行业
2021-11-15,sh.603093,南华期货,非银金融,申万一级行业
2021-11-15,sh.603095,越剑智能,机械设备,申万一级行业
2021-11-15,sh.603096,新经典,传媒,申万一级行业
2021-11-15,sh.603098,森特股份,建筑装饰,申万一级行业
2021-11-15,sh.603099,长白山,休闲服务,申万一级行业
2021-11-15,sh.603100,川仪股份,电气设备,申万一级行业
2021-11-15,sh.603101,汇嘉时代,商业贸易,申万一级行业
2021-11-15,sh.603103,横店影视,传媒,申万一级行业
2021-11-15,sh.603105,芯能科技,电气设备,申万一级行业
2021-11-15,sh.603106,恒银科技,计算机,申万一级行业
2021-11-15,sh.603108,润达医疗,医药生物,申万一级行业
2021-11-15,sh.603109,神驰机电,汽车,申万一级行业
2021-11-15,sh.603110,东方材料,化工,申万一级行业
2021-11-15,sh.603111,康尼机电,机械设备,申万一级行业
2021-11-15,sh.603112,华翔股份,家用电器,申万一级行业
2021-11-15,sh.603113,金能科技,采掘,申万一级行业
2021-11-15,sh.603115,海星股份,有色金属,申万一级行业
2021-11-15,sh.603116,红蜻蜓,纺织服装,申万一级行业
2021-11-15,sh.603117,万林物流,交通运输,申万一级行业
2021-11-15,sh.603118,共进股份,通信,申万一级行业
2021-11-15,sh.603121,华培动力,汽车,申万一级行业
2021-11-15,sh.603123,翠微股份,商业贸易,申万一级行业
2021-11-15,sh.603126,中材节能,公用事业,申万一级行业
2021-11-15,sh.603127,昭衍新药,医药生物,申万一级行业
2021-11-15,sh.603128,华贸物流,交通运输,申万一级行业
2021-11-15,sh.603129,春风动力,汽车,申万一级行业
2021-11-15,sh.603131,上海沪工,机械设备,申万一级行业
2021-11-15,sh.603133,碳元科技,化工,申万一级行业
2021-11-15,sh.603136,天目湖,休闲服务,申万一级行业
2021-11-15,sh.603138,海量数据,计算机,申万一级行业
2021-11-15,sh.603139,康惠制药,医药生物,申万一级行业
2021-11-15,sh.603155,新亚强,化工,申万一级行业
2021-11-15,sh.603156,养元饮品,食品饮料,申万一级行业
2021-11-15,sh.603157,*ST拉夏,纺织服装,申万一级行业
2021-11-15,sh.603158,腾龙股份,汽车,申万一级行业
2021-11-15,sh.603159,上海亚虹,机械设备,申万一级行业
2021-11-15,sh.603160,汇顶科技,电子,申万一级行业
2021-11-15,sh.603161,科华控股,汽车,申万一级行业
2021-11-15,sh.603165,荣晟环保,轻工制造,申万一级行业
2021-11-15,sh.603166,福达股份,汽车,申万一级行业
2021-11-15,sh.603167,渤海轮渡,交通运输,申万一级行业
2021-11-15,sh.603168,莎普爱思,医药生物,申万一级行业
2021-11-15,sh.603169,兰石重装,机械设备,申万一级行业
2021-11-15,sh.603171,税友股份,计算机,申万一级行业
2021-11-15,sh.603177,德创环保,公用事业,申万一级行业
2021-11-15,sh.603178,圣龙股份,汽车,申万一级行业
2021-11-15,sh.603179,新泉股份,汽车,申万一级行业
2021-11-15,sh.603180,金牌厨柜,轻工制造,申万一级行业
2021-11-15,sh.603181,皇马科技,化工,申万一级行业
2021-11-15,sh.603183,建研院,综合,申万一级行业
2021-11-15,sh.603185,上机数控,机械设备,申万一级行业
2021-11-15,sh.603186,华正新材,电子,申万一级行业
2021-11-15,sh.603187,海容冷链,机械设备,申万一级行业
2021-11-15,sh.603188,亚邦股份,化工,申万一级行业
2021-11-15,sh.603189,网达软件,计算机,申万一级行业
2021-11-15,sh.603192,汇得科技,化工,申万一级行业
2021-11-15,sh.603195,公牛集团,轻工制造,申万一级行业
2021-11-15,sh.603196,日播时尚,纺织服装,申万一级行业
2021-11-15,sh.603197,保隆科技,汽车,申万一级行业
2021-11-15,sh.603198,迎驾贡酒,食品饮料,申万一级行业
2021-11-15,sh.603199,九华旅游,休闲服务,申万一级行业
2021-11-15,sh.603200,上海洗霸,公用事业,申万一级行业
2021-11-15,sh.603203,快克股份,机械设备,申万一级行业
2021-11-15,sh.603208,江山欧派,轻工制造,申万一级行业
2021-11-15,sh.603212,赛伍技术,电气设备,申万一级行业
2021-11-15,sh.603213,镇洋发展,化工,申万一级行业
2021-11-15,sh.603214,爱婴室,商业贸易,申万一级行业
2021-11-15,sh.603217,元利科技,化工,申万一级行业
2021-11-15,sh.603218,日月股份,电气设备,申万一级行业
2021-11-15,sh.603220,中贝通信,通信,申万一级行业
2021-11-15,sh.603221,爱丽家居,轻工制造,申万一级行业
2021-11-15,sh.603222,济民医疗,医药生物,申万一级行业
2021-11-15,sh.603223,恒通股份,交通运输,申万一级行业
2021-11-15,sh.603225,新凤鸣,化工,申万一级行业
2021-11-15,sh.603226,菲林格尔,轻工制造,申万一级行业
2021-11-15,sh.603227,雪峰科技,化工,申万一级行业
2021-11-15,sh.603228,景旺电子,电子,申万一级行业
2021-11-15,sh.603229,奥翔药业,医药生物,申万一级行业
2021-11-15,sh.603232,格尔软件,计算机,申万一级行业
2021-11-15,sh.603233,大参林,医药生物,申万一级行业
2021-11-15,sh.603236,移远通信,通信,申万一级行业
2021-11-15,sh.603238,诺邦股份,纺织服装,申万一级行业
2021-11-15,sh.603239,浙江仙通,汽车,申万一级行业
2021-11-15,sh.603256,宏和科技,化工,申万一级行业
2021-11-15,sh.603258,电魂网络,传媒,申万一级行业
2021-11-15,sh.603259,药明康德,医药生物,申万一级行业
2021-11-15,sh.603260,合盛硅业,有色金属,申万一级行业
2021-11-15,sh.603266,天龙股份,化工,申万一级行业
2021-11-15,sh.603267,鸿远电子,国防军工,申万一级行业
2021-11-15,sh.603268,松发股份,轻工制造,申万一级行业
2021-11-15,sh.603269,海鸥股份,机械设备,申万一级行业
2021-11-15,sh.603277,银都股份,机械设备,申万一级行业
2021-11-15,sh.603278,大业股份,机械设备,申万一级行业
2021-11-15,sh.603279,景津环保,机械设备,申万一级行业
2021-11-15,sh.603283,赛腾股份,机械设备,申万一级行业
2021-11-15,sh.603286,日盈电子,汽车,申万一级行业
2021-11-15,sh.603288,海天味业,食品饮料,申万一级行业
2021-11-15,sh.603289,泰瑞机器,机械设备,申万一级行业
2021-11-15,sh.603290,斯达半导,电子,申万一级行业
2021-11-15,sh.603297,永新光学,电子,申万一级行业
2021-11-15,sh.603298,杭叉集团,机械设备,申万一级行业
2021-11-15,sh.603299,苏盐井神,化工,申万一级行业
2021-11-15,sh.603300,华铁应急,非银金融,申万一级行业
2021-11-15,sh.603301,振德医疗,医药生物,申万一级行业
2021-11-15,sh.603303,得邦照明,电子,申万一级行业
2021-11-15,sh.603305,旭升股份,汽车,申万一级行业
2021-11-15,sh.603306,华懋科技,汽车,申万一级行业
2021-11-15,sh.603308,应流股份,机械设备,申万一级行业
2021-11-15,sh.603309,维力医疗,医药生物,申万一级行业
2021-11-15,sh.603311,金海高科,家用电器,申万一级行业
2021-11-15,sh.603313,梦百合,轻工制造,申万一级行业
2021-11-15,sh.603315,福鞍股份,机械设备,申万一级行业
2021-11-15,sh.603316,诚邦股份,建筑装饰,申万一级行业
2021-11-15,sh.603317,天味食品,食品饮料,申万一级行业
2021-11-15,sh.603318,水发燃气,机械设备,申万一级行业
2021-11-15,sh.603319,湘油泵,汽车,申万一级行业
2021-11-15,sh.603320,迪贝电气,电气设备,申万一级行业
2021-11-15,sh.603321,梅轮电梯,机械设备,申万一级行业
2021-11-15,sh.603322,超讯通信,通信,申万一级行业
2021-11-15,sh.603323,苏农银行,银行,申万一级行业
2021-11-15,sh.603324,盛剑环境,机械设备,申万一级行业
2021-11-15,sh.603326,我乐家居,轻工制造,申万一级行业
2021-11-15,sh.603327,福蓉科技,电子,申万一级行业
2021-11-15,sh.603328,依顿电子,电子,申万一级行业
2021-11-15,sh.603329,上海雅仕,交通运输,申万一级行业
2021-11-15,sh.603330,上海天洋,化工,申万一级行业
2021-11-15,sh.603331,百达精工,机械设备,申万一级行业
2021-11-15,sh.603332,苏州龙杰,化工,申万一级行业
2021-11-15,sh.603333,尚纬股份,电气设备,申万一级行业
2021-11-15,sh.603335,迪生力,汽车,申万一级行业
2021-11-15,sh.603336,宏辉果蔬,农林牧渔,申万一级行业
2021-11-15,sh.603337,杰克股份,机械设备,申万一级行业
2021-11-15,sh.603338,浙江鼎力,机械设备,申万一级行业
2021-11-15,sh.603339,四方科技,机械设备,申万一级行业
2021-11-15,sh.603345,安井食品,食品饮料,申万一级行业
2021-11-15,sh.603348,文灿股份,汽车,申万一级行业
2021-11-15,sh.603351,威尔药业,医药生物,申万一级行业
2021-11-15,sh.603353,和顺石油,化工,申万一级行业
2021-11-15,sh.603355,莱克电气,家用电器,申万一级行业
2021-11-15,sh.603356,华菱精工,机械设备,申万一级行业
2021-11-15,sh.603357,设计总院,建筑装饰,申万一级行业
2021-11-15,sh.603358,华达科技,汽车,申万一级行业
2021-11-15,sh.603359,东珠生态,建筑装饰,申万一级行业
2021-11-15,sh.603360,百傲化学,化工,申万一级行业
2021-11-15,sh.603363,傲农生物,农林牧渔,申万一级行业
2021-11-15,sh.603365,水星家纺,纺织服装,申万一级行业
2021-11-15,sh.603366,日出东方,家用电器,申万一级行业
2021-11-15,sh.603367,辰欣药业,医药生物,申万一级行业
2021-11-15,sh.603368,柳药股份,医药生物,申万一级行业
2021-11-15,sh.603369,今世缘,食品饮料,申万一级行业
2021-11-15,sh.603377,东方时尚,汽车,申万一级行业
2021-11-15,sh.603378,亚士创能,化工,申万一级行业
2021-11-15,sh.603379,三美股份,化工,申万一级行业
2021-11-15,sh.603380,易德龙,电子,申万一级行业
2021-11-15,sh.603383,顶点软件,计算机,申万一级行业
2021-11-15,sh.603385,惠达卫浴,轻工制造,申万一级行业
2021-11-15,sh.603386,广东骏亚,电子,申万一级行业
2021-11-15,sh.603387,基蛋生物,医药生物,申万一级行业
2021-11-15,sh.603388,元成股份,建筑装饰,申万一级行业
2021-11-15,sh.603389,亚振家居,轻工制造,申万一级行业
2021-11-15,sh.603390,通达电气,汽车,申万一级行业
2021-11-15,sh.603392,万泰生物,医药生物,申万一级行业
2021-11-15,sh.603393,新天然气,公用事业,申万一级行业
2021-11-15,sh.603396,金辰股份,电气设备,申万一级行业
2021-11-15,sh.603398,邦宝益智,轻工制造,申万一级行业
2021-11-15,sh.603399,吉翔股份,有色金属,申万一级行业
2021-11-15,sh.603408,建霖家居,轻工制造,申万一级行业
2021-11-15,sh.603416,信捷电气,电气设备,申万一级行业
2021-11-15,sh.603421,鼎信通讯,通信,申万一级行业
2021-11-15,sh.603429,集友股份,轻工制造,申万一级行业
2021-11-15,sh.603439,贵州三力,医药生物,申万一级行业
2021-11-15,sh.603444,吉比特,传媒,申万一级行业
2021-11-15,sh.603456,九洲药业,医药生物,申万一级行业
2021-11-15,sh.603458,勘设股份,建筑装饰,申万一级行业
2021-11-15,sh.603466,风语筑,建筑装饰,申万一级行业
2021-11-15,sh.603477,巨星农牧,纺织服装,申万一级行业
2021-11-15,sh.603486,科沃斯,机械设备,申万一级行业
2021-11-15,sh.603488,展鹏科技,机械设备,申万一级行业
2021-11-15,sh.603489,八方股份,电气设备,申万一级行业
2021-11-15,sh.603496,恒为科技,计算机,申万一级行业
2021-11-15,sh.603499,翔港科技,轻工制造,申万一级行业
2021-11-15,sh.603500,祥和实业,机械设备,申万一级行业
2021-11-15,sh.603501,韦尔股份,电子,申万一级行业
2021-11-15,sh.603505,金石资源,采掘,申万一级行业
2021-11-15,sh.603506,南都物业,房地产,申万一级行业
2021-11-15,sh.603507,振江股份,电气设备,申万一级行业
2021-11-15,sh.603508,思维列控,计算机,申万一级行业
2021-11-15,sh.603511,爱慕股份,纺织服装,申万一级行业
2021-11-15,sh.603515,欧普照明,电子,申万一级行业
2021-11-15,sh.603516,淳中科技,计算机,申万一级行业
2021-11-15,sh.603517,绝味食品,食品饮料,申万一级行业
2021-11-15,sh.603518,锦泓集团,纺织服装,申万一级行业
2021-11-15,sh.603519,立霸股份,家用电器,申万一级行业
2021-11-15,sh.603520,司太立,医药生物,申万一级行业
2021-11-15,sh.603527,众源新材,有色金属,申万一级行业
2021-11-15,sh.603528,多伦科技,计算机,申万一级行业
2021-11-15,sh.603529,爱玛科技,汽车,申万一级行业
2021-11-15,sh.603530,神马电力,电气设备,申万一级行业
2021-11-15,sh.603533,掌阅科技,传媒,申万一级行业
2021-11-15,sh.603535,嘉诚国际,交通运输,申万一级行业
2021-11-15,sh.603536,惠发食品,食品饮料,申万一级行业
2021-11-15,sh.603538,美诺华,医药生物,申万一级行业
2021-11-15,sh.603551,奥普家居,家用电器,申万一级行业
2021-11-15,sh.603555,ST贵人,纺织服装,申万一级行业
2021-11-15,sh.603556,海兴电力,机械设备,申万一级行业
2021-11-15,sh.603557,ST起步,纺织服装,申万一级行业
2021-11-15,sh.603558,健盛集团,纺织服装,申万一级行业
2021-11-15,sh.603559,中通国脉,通信,申万一级行业
2021-11-15,sh.603565,中谷物流,交通运输,申万一级行业
2021-11-15,sh.603566,普莱柯,农林牧渔,申万一级行业
2021-11-15,sh.603567,珍宝岛,医药生物,申万一级行业
2021-11-15,sh.603568,伟明环保,公用事业,申万一级行业
2021-11-15,sh.603569,长久物流,交通运输,申万一级行业
2021-11-15,sh.603577,汇金通,电气设备,申万一级行业
2021-11-15,sh.603578,三星新材,家用电器,申万一级行业
2021-11-15,sh.603579,荣泰健康,家用电器,申万一级行业
2021-11-15,sh.603580,艾艾精工,化工,申万一级行业
2021-11-15,sh.603583,捷昌驱动,电气设备,申万一级行业
2021-11-15,sh.603585,苏利股份,化工,申万一级行业
2021-11-15,sh.603586,金麒麟,汽车,申万一级行业
2021-11-15,sh.603587,地素时尚,纺织服装,申万一级行业
2021-11-15,sh.603588,高能环境,公用事业,申万一级行业
2021-11-15,sh.603589,口子窖,食品饮料,申万一级行业
2021-11-15,sh.603590,康辰药业,医药生物,申万一级行业
2021-11-15,sh.603595,东尼电子,电子,申万一级行业
2021-11-15,sh.603596,伯特利,汽车,申万一级行业
2021-11-15,sh.603598,引力传媒,传媒,申万一级行业
2021-11-15,sh.603599,广信股份,化工,申万一级行业
2021-11-15,sh.603600,永艺股份,轻工制造,申万一级行业
2021-11-15,sh.603601,再升科技,化工,申万一级行业
2021-11-15,sh.603602,纵横通信,通信,申万一级行业
2021-11-15,sh.603603,博天环境,公用事业,申万一级行业
2021-11-15,sh.603605,珀莱雅,化工,申万一级行业
2021-11-15,sh.603606,东方电缆,电气设备,申万一级行业
2021-11-15,sh.603607,京华激光,轻工制造,申万一级行业
2021-11-15,sh.603608,天创时尚,纺织服装,申万一级行业
2021-11-15,sh.603609,禾丰股份,农林牧渔,申万一级行业
2021-11-15,sh.603610,麒盛科技,轻工制造,申万一级行业
2021-11-15,sh.603611,诺力股份,机械设备,申万一级行业
2021-11-15,sh.603612,索通发展,有色金属,申万一级行业
2021-11-15,sh.603613,国联股份,传媒,申万一级行业
2021-11-15,sh.603615,茶花股份,化工,申万一级行业
2021-11-15,sh.603616,韩建河山,建筑材料,申万一级行业
2021-11-15,sh.603617,君禾股份,机械设备,申万一级行业
2021-11-15,sh.603618,杭电股份,电气设备,申万一级行业
2021-11-15,sh.603619,中曼石油,采掘,申万一级行业
2021-11-15,sh.603626,科森科技,机械设备,申万一级行业
2021-11-15,sh.603628,清源股份,电气设备,申万一级行业
2021-11-15,sh.603629,利通电子,电子,申万一级行业
2021-11-15,sh.603630,拉芳家化,化工,申万一级行业
2021-11-15,sh.603633,徕木股份,电子,申万一级行业
2021-11-15,sh.603636,南威软件,计算机,申万一级行业
2021-11-15,sh.603637,镇海股份,建筑装饰,申万一级行业
2021-11-15,sh.603638,艾迪精密,机械设备,申万一级行业
2021-11-15,sh.603639,海利尔,化工,申万一级行业
2021-11-15,sh.603648,畅联股份,交通运输,申万一级行业
2021-11-15,sh.603650,彤程新材,化工,申万一级行业
2021-11-15,sh.603655,朗博科技,汽车,申万一级行业
2021-11-15,sh.603656,泰禾智能,机械设备,申万一级行业
2021-11-15,sh.603657,春光科技,家用电器,申万一级行业
